24,958319,7109,2025-04-12 21:08:14,extra8,2025-04-12,21:08
73,199040,3469,2025-04-12 19:24:14,extra9,2025-04-12,19:24
31,961228,6056,2025-04-12 20:45:14,extra3,2025-04-12,20:45
40,195806,5341,2025-04-13 07:17:14,extra5,2025-04-13,07:17
75,521066,2068,2025-04-12 18:05:14,extra7,2025-04-12,18:05
87,525049,7318,2025-04-12 20:09:14,extra5,2025-04-12,20:09
19,395087,2200,2025-04-12 18:16:14,extra8,2025-04-12,18:16
11,691753,9353,2025-04-13 02:56:14,extra6,2025-04-13,02:56
86,259033,2960,2025-04-13 10:31:14,extra3,2025-04-13,10:31
37,530088,8810,2025-04-12 19:16:14,extra9,2025-04-12,19:16
69,727727,5134,2025-04-13 11:42:14,extra9,2025-04-13,11:42
23,866321,8907,2025-04-13 12:00:14,extra6,2025-04-13,12:00
96,622971,6303,2025-04-13 02:44:14,extra2,2025-04-13,02:44
25,297623,4848,2025-04-13 06:50:14,extra9,2025-04-13,06:50
47,221070,7173,2025-04-13 00:25:14,extra2,2025-04-13,00:25
34,248649,6692,2025-04-12 21:25:14,extra2,2025-04-12,21:25
32,910726,4439,2025-04-12 14:17:14,extra2,2025-04-12,14:17
78,756190,1979,2025-04-12 15:30:14,extra3,2025-04-12,15:30
44,640424,1847,2025-04-13 04:04:14,extra10,2025-04-13,04:04
100,605459,1805,2025-04-12 16:35:14,extra7,2025-04-12,16:35
56,449522,8650,2025-04-13 11:50:14,extra6,2025-04-13,11:50
25,659237,8073,2025-04-13 02:29:14,extra9,2025-04-13,02:29
36,994681,3237,2025-04-13 01:04:14,extra10,2025-04-13,01:04
12,179697,9512,2025-04-12 18:32:14,extra5,2025-04-12,18:32
42,999253,5499,2025-04-12 23:31:14,extra3,2025-04-12,23:31
60,362549,5085,2025-04-13 08:18:14,extra6,2025-04-13,08:18
82,806648,5343,2025-04-13 07:14:14,extra2,2025-04-13,07:14
60,306184,8330,2025-04-13 07:32:14,extra9,2025-04-13,07:32
14,250983,7379,2025-04-13 05:32:14,extra8,2025-04-13,05:32
62,242817,8455,2025-04-13 04:37:14,extra9,2025-04-13,04:37
96,751311,1069,2025-04-13 13:33:14,extra3,2025-04-13,13:33
56,778098,5068,2025-04-12 20:36:14,extra6,2025-04-12,20:36
100,175305,8541,2025-04-12 20:53:14,extra2,2025-04-12,20:53
36,334099,4215,2025-04-12 15:53:14,extra7,2025-04-12,15:53
36,431816,4262,2025-04-13 03:58:14,extra5,2025-04-13,03:58
85,553651,2261,2025-04-13 02:28:14,extra3,2025-04-13,02:28
6,190966,9523,2025-04-12 14:26:14,extra7,2025-04-12,14:26
60,778606,1272,2025-04-12 15:52:14,extra7,2025-04-12,15:52
28,229532,1516,2025-04-13 07:31:14,extra1,2025-04-13,07:31
9,464705,8281,2025-04-12 23:21:14,extra5,2025-04-12,23:21
87,560897,1176,2025-04-13 10:56:14,extra3,2025-04-13,10:56
94,342281,7711,2025-04-13 11:04:14,extra4,2025-04-13,11:04
40,492461,3254,2025-04-13 09:09:14,extra4,2025-04-13,09:09
44,290310,7319,2025-04-13 06:23:14,extra7,2025-04-13,06:23
18,169865,5012,2025-04-13 02:16:14,extra4,2025-04-13,02:16
1,204655,5482,2025-04-13 00:43:14,extra6,2025-04-13,00:43
33,207935,3738,2025-04-13 03:15:14,extra5,2025-04-13,03:15
39,845178,2468,2025-04-12 20:30:14,extra2,2025-04-12,20:30
61,655102,9143,2025-04-13 08:24:14,extra6,2025-04-13,08:24
22,309595,2028,2025-04-12 20:57:14,extra10,2025-04-12,20:57
20,693472,4637,2025-04-13 11:45:14,extra4,2025-04-13,11:45
51,341954,7340,2025-04-13 07:52:14,extra3,2025-04-13,07:52
64,383721,8695,2025-04-13 01:07:14,extra8,2025-04-13,01:07
70,135157,3647,2025-04-13 08:59:14,extra2,2025-04-13,08:59
66,685357,7913,2025-04-13 12:55:14,extra2,2025-04-13,12:55
3,139356,7799,2025-04-12 20:34:14,extra10,2025-04-12,20:34
9,182413,7294,2025-04-12 14:15:14,extra7,2025-04-12,14:15
34,470328,4130,2025-04-13 03:36:14,extra6,2025-04-13,03:36
15,605745,3188,2025-04-12 21:01:14,extra3,2025-04-12,21:01
79,448191,9200,2025-04-13 02:44:14,extra2,2025-04-13,02:44
76,885426,8453,2025-04-13 06:22:14,extra7,2025-04-13,06:22
48,995838,7572,2025-04-12 15:11:14,extra8,2025-04-12,15:11
71,874020,7648,2025-04-12 15:29:14,extra2,2025-04-12,15:29
74,937302,4042,2025-04-13 08:10:14,extra6,2025-04-13,08:10
16,977006,9430,2025-04-12 15:32:14,extra10,2025-04-12,15:32
80,859618,9969,2025-04-13 05:11:14,extra4,2025-04-13,05:11
19,682856,6723,2025-04-12 21:49:14,extra6,2025-04-12,21:49
50,664064,3525,2025-04-12 16:10:14,extra6,2025-04-12,16:10
70,407524,4782,2025-04-13 11:38:14,extra5,2025-04-13,11:38
57,668997,8546,2025-04-13 08:57:14,extra9,2025-04-13,08:57
62,474934,5408,2025-04-13 11:07:14,extra6,2025-04-13,11:07
79,623038,3978,2025-04-13 00:09:14,extra3,2025-04-13,00:09
61,772787,4132,2025-04-13 03:38:14,extra6,2025-04-13,03:38
97,796374,4166,2025-04-13 08:58:14,extra10,2025-04-13,08:58
74,159675,9816,2025-04-12 18:18:14,extra5,2025-04-12,18:18
42,349882,6192,2025-04-13 01:34:14,extra9,2025-04-13,01:34
58,178011,3541,2025-04-13 05:20:14,extra3,2025-04-13,05:20
61,286656,1325,2025-04-13 08:20:14,extra2,2025-04-13,08:20
82,535874,6588,2025-04-13 09:54:14,extra1,2025-04-13,09:54
86,195518,8144,2025-04-13 13:00:14,extra1,2025-04-13,13:00
56,119749,3268,2025-04-13 01:03:14,extra2,2025-04-13,01:03
22,791020,5695,2025-04-12 18:10:14,extra10,2025-04-12,18:10
78,825042,6171,2025-04-13 06:54:14,extra9,2025-04-13,06:54
70,235102,6469,2025-04-13 05:54:14,extra5,2025-04-13,05:54
28,915319,1510,2025-04-12 23:47:14,extra8,2025-04-12,23:47
68,597449,9866,2025-04-13 09:59:14,extra10,2025-04-13,09:59
70,984884,3617,2025-04-12 20:32:14,extra3,2025-04-12,20:32
59,744099,5046,2025-04-13 09:17:14,extra3,2025-04-13,09:17
76,189953,3156,2025-04-13 05:16:14,extra4,2025-04-13,05:16
70,906061,7656,2025-04-13 10:06:14,extra2,2025-04-13,10:06
22,854675,5043,2025-04-13 02:59:14,extra4,2025-04-13,02:59
66,592870,2478,2025-04-13 13:44:14,extra9,2025-04-13,13:44
92,599222,6964,2025-04-13 04:29:14,extra4,2025-04-13,04:29
46,724716,3822,2025-04-12 20:33:14,extra10,2025-04-12,20:33
96,124294,4755,2025-04-12 16:36:14,extra7,2025-04-12,16:36
3,913929,3378,2025-04-13 02:58:14,extra7,2025-04-13,02:58
95,820548,8461,2025-04-13 12:41:14,extra10,2025-04-13,12:41
86,248279,9189,2025-04-13 11:56:14,extra7,2025-04-13,11:56
34,852803,5266,2025-04-13 07:36:14,extra1,2025-04-13,07:36
86,480051,4746,2025-04-13 02:18:14,extra2,2025-04-13,02:18
55,601830,6957,2025-04-13 09:46:14,extra1,2025-04-13,09:46
89,497644,2429,2025-04-13 09:19:14,extra7,2025-04-13,09:19
86,262630,1039,2025-04-13 05:28:14,extra7,2025-04-13,05:28
41,864117,5485,2025-04-13 12:52:14,extra1,2025-04-13,12:52
89,449470,5218,2025-04-13 07:29:14,extra3,2025-04-13,07:29
84,943026,7717,2025-04-13 03:38:14,extra9,2025-04-13,03:38
24,489715,9792,2025-04-13 02:36:14,extra6,2025-04-13,02:36
92,153680,2904,2025-04-12 20:30:14,extra3,2025-04-12,20:30
5,263955,2118,2025-04-13 13:35:14,extra9,2025-04-13,13:35
11,772790,7585,2025-04-13 11:37:14,extra7,2025-04-13,11:37
65,651795,4600,2025-04-13 00:27:14,extra8,2025-04-13,00:27
74,363982,5322,2025-04-13 07:42:14,extra6,2025-04-13,07:42
8,162589,9296,2025-04-13 06:31:14,extra3,2025-04-13,06:31
88,888368,1102,2025-04-12 20:23:14,extra5,2025-04-12,20:23
44,658084,8560,2025-04-13 00:35:14,extra4,2025-04-13,00:35
22,443959,5065,2025-04-12 16:12:14,extra1,2025-04-12,16:12
30,462623,4632,2025-04-12 15:18:14,extra4,2025-04-12,15:18
28,100958,7032,2025-04-13 04:19:14,extra10,2025-04-13,04:19
49,539246,5448,2025-04-12 19:59:14,extra8,2025-04-12,19:59
64,214964,5846,2025-04-13 06:03:14,extra8,2025-04-13,06:03
58,879279,2991,2025-04-12 23:47:14,extra8,2025-04-12,23:47
27,302645,9514,2025-04-13 07:51:14,extra1,2025-04-13,07:51
82,773155,9670,2025-04-12 15:22:14,extra1,2025-04-12,15:22
6,919369,6445,2025-04-13 12:22:14,extra5,2025-04-13,12:22
82,854947,1152,2025-04-13 03:50:14,extra6,2025-04-13,03:50
95,920440,1248,2025-04-12 15:55:14,extra8,2025-04-12,15:55
45,327304,4563,2025-04-12 16:39:14,extra8,2025-04-12,16:39
92,214132,8701,2025-04-13 08:12:14,extra2,2025-04-13,08:12
95,553718,5319,2025-04-13 13:00:14,extra1,2025-04-13,13:00
11,171303,7604,2025-04-12 18:11:14,extra2,2025-04-12,18:11
83,454231,3228,2025-04-13 04:06:14,extra1,2025-04-13,04:06
78,389826,4479,2025-04-13 07:40:14,extra1,2025-04-13,07:40
63,765604,2754,2025-04-13 00:13:14,extra7,2025-04-13,00:13
96,290106,5572,2025-04-13 02:43:14,extra5,2025-04-13,02:43
15,579311,1230,2025-04-12 14:03:14,extra5,2025-04-12,14:03
39,145397,4485,2025-04-12 23:04:14,extra8,2025-04-12,23:04
29,196902,6230,2025-04-13 06:21:14,extra9,2025-04-13,06:21
58,489261,9156,2025-04-12 16:30:14,extra5,2025-04-12,16:30
45,172815,2598,2025-04-13 08:46:14,extra6,2025-04-13,08:46
14,949678,5430,2025-04-12 21:27:14,extra2,2025-04-12,21:27
84,519232,6999,2025-04-13 07:19:14,extra1,2025-04-13,07:19
81,804542,2464,2025-04-13 11:15:14,extra5,2025-04-13,11:15
21,132903,9286,2025-04-12 15:49:14,extra5,2025-04-12,15:49
82,865076,3008,2025-04-13 12:18:14,extra1,2025-04-13,12:18
32,308847,9893,2025-04-13 09:17:14,extra10,2025-04-13,09:17
63,699956,5623,2025-04-13 00:34:14,extra2,2025-04-13,00:34
83,502314,7501,2025-04-12 17:29:14,extra8,2025-04-12,17:29
98,259923,4201,2025-04-13 06:38:14,extra1,2025-04-13,06:38
62,342959,8376,2025-04-12 15:08:14,extra7,2025-04-12,15:08
24,498574,9377,2025-04-13 11:35:14,extra4,2025-04-13,11:35
3,611729,6239,2025-04-13 05:40:14,extra10,2025-04-13,05:40
23,905350,7285,2025-04-13 05:44:14,extra5,2025-04-13,05:44
87,687438,6352,2025-04-12 20:24:14,extra4,2025-04-12,20:24
20,912924,4885,2025-04-12 22:26:14,extra6,2025-04-12,22:26
56,217459,2716,2025-04-13 05:36:14,extra9,2025-04-13,05:36
42,770465,4921,2025-04-13 05:14:14,extra1,2025-04-13,05:14
11,313584,3193,2025-04-13 06:53:14,extra3,2025-04-13,06:53
82,489298,1348,2025-04-13 09:19:14,extra5,2025-04-13,09:19
96,163579,4278,2025-04-13 00:26:14,extra3,2025-04-13,00:26
6,359293,4935,2025-04-13 03:54:14,extra4,2025-04-13,03:54
14,892976,4537,2025-04-13 08:46:14,extra4,2025-04-13,08:46
89,213080,4796,2025-04-13 03:33:14,extra6,2025-04-13,03:33
80,381788,8130,2025-04-13 04:32:14,extra1,2025-04-13,04:32
3,834223,5055,2025-04-12 15:46:14,extra3,2025-04-12,15:46
22,613833,6407,2025-04-13 08:10:14,extra6,2025-04-13,08:10
82,773426,3319,2025-04-12 22:24:14,extra2,2025-04-12,22:24
99,797188,5239,2025-04-13 12:18:14,extra2,2025-04-13,12:18
92,759901,8080,2025-04-12 14:09:14,extra5,2025-04-12,14:09
4,892411,6821,2025-04-13 07:17:14,extra1,2025-04-13,07:17
5,119168,5195,2025-04-12 21:20:14,extra4,2025-04-12,21:20
35,959505,1160,2025-04-13 05:34:14,extra3,2025-04-13,05:34
87,902039,7434,2025-04-13 11:46:14,extra5,2025-04-13,11:46
37,829552,4844,2025-04-13 12:37:14,extra10,2025-04-13,12:37
11,767792,9654,2025-04-13 08:46:14,extra2,2025-04-13,08:46
44,620079,2331,2025-04-13 01:13:14,extra4,2025-04-13,01:13
57,291054,7449,2025-04-12 23:37:14,extra6,2025-04-12,23:37
100,538058,3663,2025-04-13 04:47:14,extra4,2025-04-13,04:47
45,434406,8640,2025-04-13 00:04:14,extra8,2025-04-13,00:04
39,365511,9511,2025-04-13 10:21:14,extra3,2025-04-13,10:21
58,692575,8398,2025-04-13 07:53:14,extra1,2025-04-13,07:53
2,865756,5739,2025-04-12 20:35:14,extra9,2025-04-12,20:35
56,230272,5013,2025-04-13 02:04:14,extra9,2025-04-13,02:04
34,218060,5331,2025-04-12 14:03:14,extra2,2025-04-12,14:03
20,167008,8736,2025-04-12 18:08:14,extra4,2025-04-12,18:08
42,260617,8175,2025-04-13 08:18:14,extra3,2025-04-13,08:18
10,380264,8619,2025-04-13 04:45:14,extra3,2025-04-13,04:45
9,743000,3522,2025-04-13 07:34:14,extra5,2025-04-13,07:34
46,557419,5914,2025-04-12 16:36:14,extra6,2025-04-12,16:36
70,173536,5325,2025-04-13 10:23:14,extra7,2025-04-13,10:23
54,947682,6990,2025-04-12 16:46:14,extra1,2025-04-12,16:46
1,301647,6629,2025-04-12 18:16:14,extra1,2025-04-12,18:16
94,359328,7079,2025-04-13 12:13:14,extra7,2025-04-13,12:13
93,219994,3927,2025-04-12 18:28:14,extra7,2025-04-12,18:28
10,825595,9881,2025-04-13 08:45:14,extra2,2025-04-13,08:45
46,241665,4294,2025-04-13 03:42:14,extra5,2025-04-13,03:42
80,548416,1035,2025-04-13 08:39:14,extra2,2025-04-13,08:39
39,523729,9632,2025-04-12 15:27:14,extra2,2025-04-12,15:27
18,818715,6813,2025-04-13 09:34:14,extra5,2025-04-13,09:34
3,602811,1971,2025-04-12 18:54:14,extra6,2025-04-12,18:54
27,504331,7876,2025-04-13 01:29:14,extra2,2025-04-13,01:29
20,171507,8473,2025-04-12 17:34:14,extra9,2025-04-12,17:34
2,182644,1329,2025-04-13 06:11:14,extra7,2025-04-13,06:11
74,818606,4755,2025-04-13 10:30:14,extra2,2025-04-13,10:30
77,690340,5542,2025-04-12 16:14:14,extra9,2025-04-12,16:14
77,168659,1232,2025-04-13 02:17:14,extra9,2025-04-13,02:17
95,292964,5560,2025-04-12 16:51:14,extra7,2025-04-12,16:51
17,647059,3661,2025-04-13 11:10:14,extra7,2025-04-13,11:10
86,935199,1300,2025-04-13 10:45:14,extra6,2025-04-13,10:45
30,625624,6502,2025-04-12 18:06:14,extra3,2025-04-12,18:06
29,127759,4929,2025-04-12 21:40:14,extra2,2025-04-12,21:40
3,109234,8923,2025-04-13 06:36:14,extra10,2025-04-13,06:36
89,990052,2159,2025-04-12 14:21:14,extra5,2025-04-12,14:21
92,696241,7744,2025-04-12 17:15:14,extra7,2025-04-12,17:15
69,905735,1862,2025-04-12 15:21:14,extra6,2025-04-12,15:21
1,174415,9557,2025-04-13 10:45:14,extra4,2025-04-13,10:45
14,439556,6118,2025-04-12 19:29:14,extra5,2025-04-12,19:29
89,936799,1317,2025-04-12 21:21:14,extra3,2025-04-12,21:21
51,245970,3932,2025-04-12 22:57:14,extra9,2025-04-12,22:57
78,372030,4086,2025-04-12 18:25:14,extra9,2025-04-12,18:25
24,254913,9845,2025-04-13 05:32:14,extra6,2025-04-13,05:32
13,277549,8936,2025-04-13 05:10:14,extra9,2025-04-13,05:10
6,651833,4255,2025-04-13 11:32:14,extra3,2025-04-13,11:32
30,697078,2318,2025-04-12 16:00:14,extra7,2025-04-12,16:00
86,600730,3112,2025-04-12 17:59:14,extra9,2025-04-12,17:59
53,908808,5953,2025-04-12 16:35:14,extra5,2025-04-12,16:35
5,279729,8781,2025-04-13 00:57:14,extra6,2025-04-13,00:57
15,522755,3016,2025-04-12 19:06:14,extra10,2025-04-12,19:06
96,195196,9537,2025-04-13 13:35:14,extra7,2025-04-13,13:35
6,845370,2114,2025-04-12 17:34:14,extra3,2025-04-12,17:34
44,139994,3582,2025-04-13 00:18:14,extra10,2025-04-13,00:18
70,652104,1686,2025-04-13 02:46:14,extra4,2025-04-13,02:46
20,665492,7852,2025-04-12 16:33:14,extra9,2025-04-12,16:33
47,607662,6912,2025-04-13 08:35:14,extra4,2025-04-13,08:35
4,900019,3081,2025-04-13 12:07:14,extra2,2025-04-13,12:07
56,497121,1300,2025-04-12 18:19:14,extra5,2025-04-12,18:19
66,705941,2851,2025-04-12 14:35:14,extra4,2025-04-12,14:35
69,153546,2845,2025-04-13 04:28:14,extra8,2025-04-13,04:28
15,180918,2480,2025-04-13 09:09:14,extra9,2025-04-13,09:09
80,879290,6459,2025-04-13 13:14:14,extra9,2025-04-13,13:14
89,946140,9602,2025-04-12 14:40:14,extra6,2025-04-12,14:40
24,187726,7644,2025-04-12 19:48:14,extra7,2025-04-12,19:48
94,786156,6840,2025-04-12 14:02:14,extra7,2025-04-12,14:02
16,744864,7792,2025-04-12 15:43:14,extra9,2025-04-12,15:43
32,587890,2084,2025-04-13 08:54:14,extra2,2025-04-13,08:54
62,259581,6965,2025-04-12 22:48:14,extra6,2025-04-12,22:48
64,598754,9367,2025-04-13 11:27:14,extra10,2025-04-13,11:27
11,109449,3953,2025-04-13 01:08:14,extra8,2025-04-13,01:08
71,210494,6425,2025-04-12 20:48:14,extra3,2025-04-12,20:48
8,425112,9262,2025-04-12 19:21:14,extra10,2025-04-12,19:21
15,458455,6178,2025-04-13 08:32:14,extra8,2025-04-13,08:32
66,903189,7811,2025-04-13 11:36:14,extra10,2025-04-13,11:36
21,183921,2027,2025-04-13 00:17:14,extra2,2025-04-13,00:17
50,393931,1426,2025-04-13 09:38:14,extra3,2025-04-13,09:38
48,482101,8653,2025-04-12 23:47:14,extra5,2025-04-12,23:47
91,589767,4447,2025-04-12 18:06:14,extra7,2025-04-12,18:06
65,652133,8853,2025-04-13 09:30:14,extra3,2025-04-13,09:30
85,255097,4033,2025-04-12 21:00:14,extra8,2025-04-12,21:00
75,708526,5789,2025-04-13 12:38:14,extra10,2025-04-13,12:38
11,977221,1985,2025-04-13 11:30:14,extra6,2025-04-13,11:30
21,684043,3627,2025-04-12 18:13:14,extra1,2025-04-12,18:13
52,874245,3989,2025-04-13 13:17:14,extra2,2025-04-13,13:17
40,247308,6773,2025-04-12 16:38:14,extra6,2025-04-12,16:38
84,589000,4609,2025-04-13 00:29:14,extra8,2025-04-13,00:29
40,253476,6607,2025-04-13 12:33:14,extra2,2025-04-13,12:33
9,451407,4299,2025-04-13 01:26:14,extra9,2025-04-13,01:26
78,388182,7364,2025-04-13 11:14:14,extra5,2025-04-13,11:14
85,777493,1776,2025-04-13 01:40:14,extra1,2025-04-13,01:40
19,211036,8105,2025-04-13 00:02:14,extra8,2025-04-13,00:02
14,814643,6298,2025-04-12 21:08:14,extra2,2025-04-12,21:08
65,954365,5636,2025-04-13 10:35:14,extra6,2025-04-13,10:35
98,685523,9963,2025-04-12 16:36:14,extra6,2025-04-12,16:36
19,694184,5276,2025-04-12 16:08:14,extra1,2025-04-12,16:08
78,573137,8169,2025-04-12 14:13:14,extra10,2025-04-12,14:13
4,389649,6969,2025-04-12 18:14:14,extra7,2025-04-12,18:14
72,345548,6083,2025-04-12 17:29:14,extra10,2025-04-12,17:29
70,779210,5979,2025-04-13 12:07:14,extra7,2025-04-13,12:07
41,276828,6513,2025-04-13 05:32:14,extra9,2025-04-13,05:32
84,463571,5858,2025-04-13 09:42:14,extra3,2025-04-13,09:42
40,998015,4427,2025-04-13 00:16:14,extra4,2025-04-13,00:16
88,344148,6907,2025-04-13 04:49:14,extra8,2025-04-13,04:49
44,409276,3498,2025-04-13 00:42:14,extra6,2025-04-13,00:42
96,714313,8145,2025-04-12 19:01:14,extra7,2025-04-12,19:01
47,719023,7719,2025-04-13 09:16:14,extra4,2025-04-13,09:16
13,932323,1969,2025-04-13 09:33:14,extra4,2025-04-13,09:33
87,869949,8517,2025-04-13 02:42:14,extra4,2025-04-13,02:42
87,589596,6072,2025-04-13 02:23:14,extra3,2025-04-13,02:23
53,381339,8322,2025-04-12 14:26:14,extra7,2025-04-12,14:26
81,772535,7401,2025-04-13 11:45:14,extra3,2025-04-13,11:45
41,593632,3393,2025-04-13 02:35:14,extra10,2025-04-13,02:35
20,966629,4640,2025-04-13 04:38:14,extra5,2025-04-13,04:38
59,354996,1792,2025-04-13 01:28:14,extra9,2025-04-13,01:28
50,558785,6286,2025-04-12 23:51:14,extra9,2025-04-12,23:51
77,731415,4261,2025-04-12 14:45:14,extra10,2025-04-12,14:45
10,281617,7113,2025-04-12 22:17:14,extra1,2025-04-12,22:17
46,441702,4749,2025-04-12 23:54:14,extra9,2025-04-12,23:54
31,528281,6724,2025-04-13 02:00:14,extra7,2025-04-13,02:00
24,143021,5776,2025-04-13 11:16:14,extra4,2025-04-13,11:16
18,900500,8471,2025-04-13 05:20:14,extra10,2025-04-13,05:20
34,869555,6337,2025-04-13 04:59:14,extra3,2025-04-13,04:59
55,413775,9464,2025-04-13 01:06:14,extra4,2025-04-13,01:06
3,321098,9569,2025-04-13 10:28:14,extra8,2025-04-13,10:28
43,733937,3986,2025-04-13 10:29:14,extra6,2025-04-13,10:29
47,704141,8769,2025-04-13 12:31:14,extra3,2025-04-13,12:31
20,844055,3622,2025-04-13 03:20:14,extra3,2025-04-13,03:20
98,524757,9696,2025-04-13 02:10:14,extra8,2025-04-13,02:10
93,513589,2538,2025-04-13 10:36:14,extra6,2025-04-13,10:36
34,618452,7900,2025-04-12 14:06:14,extra6,2025-04-12,14:06
28,354137,6670,2025-04-13 00:15:14,extra5,2025-04-13,00:15
89,131212,7404,2025-04-12 15:07:14,extra1,2025-04-12,15:07
22,112104,2340,2025-04-12 14:10:14,extra8,2025-04-12,14:10
73,887410,8978,2025-04-13 10:15:14,extra6,2025-04-13,10:15
39,336369,7986,2025-04-13 03:34:14,extra10,2025-04-13,03:34
51,477251,7159,2025-04-13 12:54:14,extra3,2025-04-13,12:54
92,706475,9367,2025-04-13 13:20:14,extra9,2025-04-13,13:20
54,883641,4138,2025-04-12 22:08:14,extra9,2025-04-12,22:08
4,357493,7568,2025-04-12 16:39:14,extra5,2025-04-12,16:39
15,360040,8165,2025-04-13 00:35:14,extra10,2025-04-13,00:35
35,943589,8013,2025-04-12 23:47:14,extra7,2025-04-12,23:47
97,930418,5948,2025-04-13 07:45:14,extra8,2025-04-13,07:45
44,636720,6693,2025-04-13 01:05:14,extra6,2025-04-13,01:05
7,729420,4077,2025-04-13 13:23:14,extra10,2025-04-13,13:23
76,758180,9227,2025-04-12 15:01:14,extra9,2025-04-12,15:01
87,133596,6590,2025-04-13 08:17:14,extra3,2025-04-13,08:17
7,249594,8750,2025-04-12 16:56:14,extra5,2025-04-12,16:56
62,722994,5032,2025-04-13 11:34:14,extra6,2025-04-13,11:34
76,629310,1846,2025-04-12 18:55:14,extra2,2025-04-12,18:55
32,197013,6999,2025-04-12 15:19:14,extra10,2025-04-12,15:19
20,197930,7488,2025-04-13 05:02:14,extra3,2025-04-13,05:02
12,730897,9991,2025-04-12 20:56:14,extra6,2025-04-12,20:56
48,908831,5342,2025-04-13 12:20:14,extra5,2025-04-13,12:20
65,888774,1633,2025-04-13 09:53:14,extra5,2025-04-13,09:53
72,461616,6844,2025-04-12 23:51:14,extra2,2025-04-12,23:51
97,561237,5882,2025-04-12 17:00:14,extra2,2025-04-12,17:00
81,126587,9154,2025-04-12 17:08:14,extra3,2025-04-12,17:08
97,111519,7387,2025-04-13 05:34:14,extra10,2025-04-13,05:34
60,154978,6855,2025-04-13 09:49:14,extra2,2025-04-13,09:49
11,927610,1452,2025-04-12 19:09:14,extra1,2025-04-12,19:09
17,854556,6536,2025-04-12 18:40:14,extra7,2025-04-12,18:40
49,283681,8197,2025-04-13 09:08:14,extra2,2025-04-13,09:08
38,142255,9674,2025-04-12 21:50:14,extra8,2025-04-12,21:50
48,839390,1778,2025-04-12 17:37:14,extra2,2025-04-12,17:37
88,343766,5191,2025-04-12 17:17:14,extra4,2025-04-12,17:17
8,462395,3672,2025-04-13 05:06:14,extra6,2025-04-13,05:06
55,294946,1101,2025-04-12 18:14:14,extra3,2025-04-12,18:14
11,174142,7534,2025-04-13 06:07:14,extra8,2025-04-13,06:07
91,277817,7702,2025-04-13 11:39:14,extra4,2025-04-13,11:39
41,351394,2838,2025-04-13 08:30:14,extra3,2025-04-13,08:30
35,932355,2150,2025-04-12 14:02:14,extra3,2025-04-12,14:02
94,788859,6343,2025-04-13 07:33:14,extra8,2025-04-13,07:33
43,835731,9486,2025-04-12 16:30:14,extra9,2025-04-12,16:30
75,905662,4895,2025-04-12 18:40:14,extra10,2025-04-12,18:40
6,847340,5367,2025-04-13 04:18:14,extra5,2025-04-13,04:18
62,967231,2251,2025-04-12 17:53:14,extra2,2025-04-12,17:53
31,343078,8373,2025-04-13 13:00:14,extra8,2025-04-13,13:00
40,542900,7298,2025-04-12 19:37:14,extra1,2025-04-12,19:37
