21,Item A,Description E,2885,1712,2025-04-13 01:15:01,2025-04-13 01:15:01,1497,5,auction_extra5
22,Item B,Description B,7704,5731,2025-04-13 01:15:01,2025-04-13 01:15:01,4668,5,auction_extra2
23,Item A,Description B,3879,1964,2025-04-13 01:15:01,2025-04-13 01:15:01,6448,15,auction_extra7
24,Item D,Description B,5768,2432,2025-04-13 01:15:01,2025-04-13 01:15:01,2981,20,auction_extra5
25,Item D,Description D,2682,1824,2025-04-13 01:15:01,2025-04-13 01:15:01,1232,20,auction_extra7
26,Item E,Description D,2704,6787,2025-04-13 01:15:01,2025-04-13 01:15:01,9202,25,auction_extra9
27,Item C,Description B,3767,3126,2025-04-13 01:15:01,2025-04-13 01:15:01,3092,15,auction_extra7
28,Item B,Description E,5577,6601,2025-04-13 01:15:01,2025-04-13 01:15:01,1361,25,auction_extra2
29,Item A,Description C,4268,5024,2025-04-13 01:15:01,2025-04-13 01:15:01,7601,25,auction_extra10
30,Item B,Description E,6122,1938,2025-04-13 01:15:01,2025-04-13 01:15:01,6730,15,auction_extra4
31,Item A,Description E,4429,5025,2025-04-13 01:15:01,2025-04-13 01:15:01,1048,5,auction_extra4
32,Item C,Description D,6991,4317,2025-04-13 01:15:01,2025-04-13 01:15:01,7169,25,auction_extra10
33,Item B,Description A,6354,5865,2025-04-13 01:15:01,2025-04-13 01:15:01,4929,20,auction_extra10
34,Item B,Description A,2795,5954,2025-04-13 01:15:01,2025-04-13 01:15:01,7973,5,auction_extra6
35,Item E,Description E,2975,1538,2025-04-13 01:15:01,2025-04-13 01:15:01,6105,20,auction_extra7
36,Item B,Description D,5183,6416,2025-04-13 01:15:01,2025-04-13 01:15:01,6453,5,auction_extra3
37,Item A,Description C,3650,5694,2025-04-13 01:15:01,2025-04-13 01:15:01,1323,20,auction_extra4
38,Item B,Description B,4358,4159,2025-04-13 01:15:01,2025-04-13 01:15:01,3629,15,auction_extra9
39,Item E,Description D,2280,6499,2025-04-13 01:15:01,2025-04-13 01:15:01,3799,20,auction_extra7
40,Item D,Description A,2643,1507,2025-04-13 01:15:01,2025-04-13 01:15:01,8753,15,auction_extra8
41,Item A,Description B,5369,3596,2025-04-13 01:15:01,2025-04-13 01:15:01,3290,20,auction_extra2
42,Item A,Description E,6993,5309,2025-04-13 01:15:01,2025-04-13 01:15:01,3411,25,auction_extra10
43,Item B,Description D,3236,5369,2025-04-13 01:15:01,2025-04-13 01:15:01,6922,20,auction_extra5
44,Item D,Description A,3477,6065,2025-04-13 01:15:01,2025-04-13 01:15:01,4998,5,auction_extra10
45,Item B,Description B,5598,1805,2025-04-13 01:15:01,2025-04-13 01:15:01,5834,5,auction_extra4
46,Item A,Description B,6721,6137,2025-04-13 01:15:01,2025-04-13 01:15:01,4754,25,auction_extra2
47,Item C,Description C,6381,2207,2025-04-13 01:15:01,2025-04-13 01:15:01,6122,20,auction_extra2
48,Item E,Description C,3694,5659,2025-04-13 01:15:01,2025-04-13 01:15:01,7360,10,auction_extra6
49,Item C,Description A,4519,3135,2025-04-13 01:15:01,2025-04-13 01:15:01,1667,15,auction_extra8
50,Item A,Description B,6411,5194,2025-04-13 01:15:01,2025-04-13 01:15:01,5378,15,auction_extra7
51,Item C,Description A,5247,3578,2025-04-13 01:15:01,2025-04-13 01:15:01,6078,15,auction_extra4
52,Item B,Description A,6955,3628,2025-04-13 01:15:01,2025-04-13 01:15:01,5810,20,auction_extra8
53,Item E,Description A,7618,3396,2025-04-13 01:15:01,2025-04-13 01:15:01,6806,5,auction_extra4
54,Item B,Description D,7641,3220,2025-04-13 01:15:01,2025-04-13 01:15:01,7373,25,auction_extra5
55,Item E,Description C,5212,6178,2025-04-13 01:15:01,2025-04-13 01:15:01,4485,5,auction_extra2
56,Item D,Description E,6441,5330,2025-04-13 01:15:01,2025-04-13 01:15:01,7321,5,auction_extra6
57,Item B,Description C,2814,3209,2025-04-13 01:15:01,2025-04-13 01:15:01,3837,20,auction_extra1
58,Item C,Description A,7563,4935,2025-04-13 01:15:01,2025-04-13 01:15:01,7133,15,auction_extra1
59,Item B,Description C,6237,1994,2025-04-13 01:15:01,2025-04-13 01:15:01,8387,10,auction_extra6
60,Item C,Description E,6696,1587,2025-04-13 01:15:01,2025-04-13 01:15:01,5022,5,auction_extra8
61,Item C,Description E,6566,1618,2025-04-13 01:15:01,2025-04-13 01:15:01,8222,5,auction_extra6
62,Item E,Description A,2273,5022,2025-04-13 01:15:01,2025-04-13 01:15:01,2998,15,auction_extra8
63,Item B,Description A,5320,3244,2025-04-13 01:15:01,2025-04-13 01:15:01,9829,25,auction_extra8
64,Item A,Description D,6370,6311,2025-04-13 01:15:01,2025-04-13 01:15:01,3485,15,auction_extra9
65,Item C,Description C,5529,5820,2025-04-13 01:15:01,2025-04-13 01:15:01,2000,10,auction_extra5
66,Item C,Description D,4524,5366,2025-04-13 01:15:01,2025-04-13 01:15:01,5367,15,auction_extra3
67,Item A,Description E,6518,2169,2025-04-13 01:15:01,2025-04-13 01:15:01,8053,5,auction_extra1
68,Item A,Description C,3722,2166,2025-04-13 01:15:01,2025-04-13 01:15:01,3968,10,auction_extra1
69,Item E,Description B,7146,2369,2025-04-13 01:15:01,2025-04-13 01:15:01,2038,10,auction_extra1
70,Item B,Description A,3031,2893,2025-04-13 01:15:01,2025-04-13 01:15:01,6347,5,auction_extra3
71,Item C,Description C,5108,3792,2025-04-13 01:15:01,2025-04-13 01:15:01,8816,20,auction_extra5
72,Item B,Description D,5772,4004,2025-04-13 01:15:01,2025-04-13 01:15:01,2464,5,auction_extra6
73,Item A,Description A,7659,6007,2025-04-13 01:15:01,2025-04-13 01:15:01,3172,15,auction_extra7
74,Item A,Description C,6559,6638,2025-04-13 01:15:01,2025-04-13 01:15:01,9255,15,auction_extra6
75,Item E,Description D,5673,3082,2025-04-13 01:15:01,2025-04-13 01:15:01,3150,5,auction_extra2
76,Item A,Description E,4841,2824,2025-04-13 01:15:01,2025-04-13 01:15:01,6832,25,auction_extra4
77,Item B,Description A,6364,4411,2025-04-13 01:15:01,2025-04-13 01:15:01,8524,15,auction_extra4
78,Item E,Description E,3749,2088,2025-04-13 01:15:01,2025-04-13 01:15:01,4782,10,auction_extra10
79,Item A,Description D,5803,3132,2025-04-13 01:15:01,2025-04-13 01:15:01,8845,5,auction_extra7
80,Item D,Description B,2170,3786,2025-04-13 01:15:01,2025-04-13 01:15:01,6147,5,auction_extra2
81,Item C,Description A,6402,4240,2025-04-13 01:15:01,2025-04-13 01:15:01,7239,15,auction_extra7
82,Item B,Description C,3087,6141,2025-04-13 01:15:01,2025-04-13 01:15:01,7725,25,auction_extra7
83,Item C,Description A,5943,3351,2025-04-13 01:15:01,2025-04-13 01:15:01,8585,15,auction_extra9
84,Item C,Description C,6673,5961,2025-04-13 01:15:01,2025-04-13 01:15:01,9852,5,auction_extra1
85,Item B,Description C,3358,1952,2025-04-13 01:15:01,2025-04-13 01:15:01,9383,15,auction_extra10
86,Item D,Description A,5779,2359,2025-04-13 01:15:01,2025-04-13 01:15:01,6354,20,auction_extra4
87,Item B,Description D,3730,6049,2025-04-13 01:15:01,2025-04-13 01:15:01,5405,15,auction_extra6
88,Item B,Description D,2102,3920,2025-04-13 01:15:01,2025-04-13 01:15:01,1711,15,auction_extra3
89,Item C,Description D,5062,6102,2025-04-13 01:15:01,2025-04-13 01:15:01,2463,25,auction_extra1
90,Item D,Description A,4026,3592,2025-04-13 01:15:01,2025-04-13 01:15:01,4497,20,auction_extra9
91,Item B,Description A,5949,6027,2025-04-13 01:15:01,2025-04-13 01:15:01,9343,5,auction_extra8
92,Item C,Description D,2432,2752,2025-04-13 01:15:01,2025-04-13 01:15:01,6730,5,auction_extra4
93,Item C,Description A,6713,4893,2025-04-13 01:15:01,2025-04-13 01:15:01,4229,5,auction_extra7
94,Item D,Description D,3415,6182,2025-04-13 01:15:01,2025-04-13 01:15:01,5588,25,auction_extra1
95,Item C,Description A,6395,5740,2025-04-13 01:15:01,2025-04-13 01:15:01,5684,20,auction_extra2
96,Item E,Description B,2195,2727,2025-04-13 01:15:01,2025-04-13 01:15:01,9269,10,auction_extra2
97,Item D,Description E,2080,6166,2025-04-13 01:15:01,2025-04-13 01:15:01,4113,5,auction_extra5
98,Item C,Description D,6320,4037,2025-04-13 01:15:01,2025-04-13 01:15:01,8937,10,auction_extra5
99,Item E,Description C,5914,3119,2025-04-13 01:15:01,2025-04-13 01:15:01,9631,20,auction_extra4
100,Item E,Description B,3647,1903,2025-04-13 01:15:01,2025-04-13 01:15:01,5121,15,auction_extra8
101,Item B,Description C,7845,6151,2025-04-13 01:15:01,2025-04-13 01:15:01,1804,20,auction_extra3
102,Item D,Description A,4708,1721,2025-04-13 01:15:01,2025-04-13 01:15:01,3690,25,auction_extra6
103,Item B,Description A,7638,5806,2025-04-13 01:15:01,2025-04-13 01:15:01,7422,20,auction_extra6
104,Item B,Description E,2449,6433,2025-04-13 01:15:01,2025-04-13 01:15:01,3998,20,auction_extra9
105,Item D,Description C,4208,5972,2025-04-13 01:15:01,2025-04-13 01:15:01,6455,25,auction_extra3
106,Item A,Description A,6739,5374,2025-04-13 01:15:01,2025-04-13 01:15:01,9988,20,auction_extra7
107,Item B,Description B,7497,6637,2025-04-13 01:15:01,2025-04-13 01:15:01,9976,20,auction_extra2
108,Item D,Description E,5444,6582,2025-04-13 01:15:01,2025-04-13 01:15:01,8227,5,auction_extra5
109,Item C,Description C,6938,3668,2025-04-13 01:15:01,2025-04-13 01:15:01,5502,10,auction_extra3
110,Item E,Description A,7349,4182,2025-04-13 01:15:01,2025-04-13 01:15:01,1411,25,auction_extra3
111,Item E,Description E,6330,6795,2025-04-13 01:15:01,2025-04-13 01:15:01,6402,15,auction_extra8
112,Item D,Description A,4887,3352,2025-04-13 01:15:01,2025-04-13 01:15:01,6410,20,auction_extra10
113,Item A,Description B,6527,1620,2025-04-13 01:15:01,2025-04-13 01:15:01,6015,20,auction_extra5
114,Item A,Description E,7042,2508,2025-04-13 01:15:01,2025-04-13 01:15:01,1714,5,auction_extra1
115,Item A,Description B,3484,5695,2025-04-13 01:15:01,2025-04-13 01:15:01,5237,25,auction_extra3
116,Item B,Description D,3181,2718,2025-04-13 01:15:01,2025-04-13 01:15:01,5247,25,auction_extra9
117,Item C,Description B,3102,4851,2025-04-13 01:15:01,2025-04-13 01:15:01,5884,20,auction_extra2
118,Item B,Description E,5860,3007,2025-04-13 01:15:01,2025-04-13 01:15:01,4904,20,auction_extra2
119,Item E,Description E,2356,2344,2025-04-13 01:15:01,2025-04-13 01:15:01,3147,25,auction_extra7
120,Item D,Description B,7654,3620,2025-04-13 01:15:01,2025-04-13 01:15:01,3626,25,auction_extra5
121,Item D,Description B,2432,1748,2025-04-13 01:15:01,2025-04-13 01:15:01,7205,20,auction_extra1
122,Item D,Description D,4782,2539,2025-04-13 01:15:01,2025-04-13 01:15:01,6197,20,auction_extra7
123,Item C,Description C,3068,1676,2025-04-13 01:15:01,2025-04-13 01:15:01,9468,25,auction_extra8
124,Item E,Description E,4347,3601,2025-04-13 01:15:01,2025-04-13 01:15:01,8556,5,auction_extra6
125,Item B,Description E,2380,4233,2025-04-13 01:15:01,2025-04-13 01:15:01,6169,25,auction_extra1
126,Item A,Description B,4338,2752,2025-04-13 01:15:01,2025-04-13 01:15:01,5809,10,auction_extra2
127,Item E,Description C,5819,3878,2025-04-13 01:15:01,2025-04-13 01:15:01,6746,10,auction_extra1
128,Item B,Description C,3900,5818,2025-04-13 01:15:01,2025-04-13 01:15:01,4120,25,auction_extra4
129,Item B,Description B,2895,2494,2025-04-13 01:15:01,2025-04-13 01:15:01,1848,10,auction_extra8
130,Item E,Description E,3280,6306,2025-04-13 01:15:01,2025-04-13 01:15:01,5408,10,auction_extra7
131,Item C,Description C,2139,1718,2025-04-13 01:15:01,2025-04-13 01:15:01,3558,10,auction_extra6
132,Item A,Description B,6990,2232,2025-04-13 01:15:01,2025-04-13 01:15:01,8859,20,auction_extra1
133,Item C,Description C,6821,6675,2025-04-13 01:15:01,2025-04-13 01:15:01,2490,25,auction_extra3
134,Item D,Description E,7542,3297,2025-04-13 01:15:01,2025-04-13 01:15:01,8265,20,auction_extra6
135,Item B,Description C,3415,1608,2025-04-13 01:15:01,2025-04-13 01:15:01,7343,5,auction_extra7
136,Item B,Description C,4791,6590,2025-04-13 01:15:01,2025-04-13 01:15:01,8521,10,auction_extra7
137,Item D,Description B,7694,6080,2025-04-13 01:15:01,2025-04-13 01:15:01,5675,15,auction_extra10
138,Item A,Description D,4843,5278,2025-04-13 01:15:01,2025-04-13 01:15:01,7792,25,auction_extra5
139,Item A,Description D,6862,6703,2025-04-13 01:15:01,2025-04-13 01:15:01,6304,25,auction_extra6
140,Item D,Description C,6036,1878,2025-04-13 01:15:01,2025-04-13 01:15:01,5777,15,auction_extra1
141,Item A,Description C,2166,5272,2025-04-13 01:15:01,2025-04-13 01:15:01,6689,5,auction_extra3
142,Item A,Description E,5877,6045,2025-04-13 01:15:01,2025-04-13 01:15:01,7365,20,auction_extra3
143,Item D,Description D,3100,1759,2025-04-13 01:15:01,2025-04-13 01:15:01,5535,20,auction_extra2
144,Item E,Description A,3010,2960,2025-04-13 01:15:01,2025-04-13 01:15:01,7813,20,auction_extra8
145,Item B,Description D,5143,1814,2025-04-13 01:15:01,2025-04-13 01:15:01,8901,20,auction_extra9
146,Item E,Description A,4847,5890,2025-04-13 01:15:01,2025-04-13 01:15:01,6100,5,auction_extra10
147,Item C,Description A,5271,1928,2025-04-13 01:15:01,2025-04-13 01:15:01,2267,5,auction_extra7
148,Item E,Description D,6206,6174,2025-04-13 01:15:01,2025-04-13 01:15:01,6676,10,auction_extra4
149,Item D,Description D,7570,3182,2025-04-13 01:15:01,2025-04-13 01:15:01,4902,10,auction_extra10
150,Item A,Description A,4155,6511,2025-04-13 01:15:01,2025-04-13 01:15:01,6024,15,auction_extra2
151,Item C,Description D,4712,4894,2025-04-13 01:15:01,2025-04-13 01:15:01,7355,25,auction_extra9
152,Item A,Description E,4646,5172,2025-04-13 01:15:01,2025-04-13 01:15:01,5960,25,auction_extra9
153,Item C,Description E,6528,1946,2025-04-13 01:15:01,2025-04-13 01:15:01,8672,25,auction_extra2
154,Item A,Description C,2653,5414,2025-04-13 01:15:01,2025-04-13 01:15:01,4465,5,auction_extra6
155,Item A,Description C,4900,4448,2025-04-13 01:15:01,2025-04-13 01:15:01,6882,25,auction_extra6
156,Item C,Description B,5605,3840,2025-04-13 01:15:01,2025-04-13 01:15:01,2795,25,auction_extra4
157,Item B,Description C,4730,4381,2025-04-13 01:15:01,2025-04-13 01:15:01,2137,20,auction_extra2
158,Item A,Description D,4833,4495,2025-04-13 01:15:01,2025-04-13 01:15:01,5027,15,auction_extra10
159,Item E,Description C,2532,2818,2025-04-13 01:15:01,2025-04-13 01:15:01,3826,15,auction_extra3
160,Item D,Description D,7136,6634,2025-04-13 01:15:01,2025-04-13 01:15:01,8014,20,auction_extra4
161,Item B,Description A,2405,1627,2025-04-13 01:15:01,2025-04-13 01:15:01,6732,15,auction_extra3
162,Item A,Description B,6536,3335,2025-04-13 01:15:01,2025-04-13 01:15:01,8413,25,auction_extra9
163,Item D,Description A,7371,3851,2025-04-13 01:15:01,2025-04-13 01:15:01,1748,10,auction_extra7
164,Item B,Description C,2437,4397,2025-04-13 01:15:01,2025-04-13 01:15:01,4845,5,auction_extra6
165,Item C,Description D,2778,2224,2025-04-13 01:15:01,2025-04-13 01:15:01,6515,20,auction_extra8
166,Item A,Description E,5985,6110,2025-04-13 01:15:01,2025-04-13 01:15:01,5980,5,auction_extra10
167,Item B,Description D,3606,6942,2025-04-13 01:15:01,2025-04-13 01:15:01,9125,5,auction_extra10
168,Item C,Description A,6847,6437,2025-04-13 01:15:01,2025-04-13 01:15:01,7155,20,auction_extra2
169,Item A,Description C,2342,4689,2025-04-13 01:15:01,2025-04-13 01:15:01,6433,15,auction_extra2
170,Item B,Description E,4972,6021,2025-04-13 01:15:01,2025-04-13 01:15:01,1178,15,auction_extra2
171,Item C,Description D,7622,6020,2025-04-13 01:15:01,2025-04-13 01:15:01,9344,25,auction_extra9
172,Item D,Description D,6393,1880,2025-04-13 01:15:01,2025-04-13 01:15:01,2441,10,auction_extra7
173,Item B,Description C,6726,2553,2025-04-13 01:15:01,2025-04-13 01:15:01,8570,25,auction_extra1
174,Item B,Description A,3500,2408,2025-04-13 01:15:01,2025-04-13 01:15:01,6148,10,auction_extra1
175,Item D,Description C,6491,4174,2025-04-13 01:15:01,2025-04-13 01:15:01,4521,5,auction_extra7
176,Item A,Description C,6495,6710,2025-04-13 01:15:01,2025-04-13 01:15:01,3798,5,auction_extra4
177,Item B,Description D,3192,4487,2025-04-13 01:15:01,2025-04-13 01:15:01,3796,15,auction_extra2
178,Item E,Description E,5096,5804,2025-04-13 01:15:01,2025-04-13 01:15:01,5170,25,auction_extra7
179,Item C,Description E,4716,3880,2025-04-13 01:15:01,2025-04-13 01:15:01,8992,5,auction_extra2
180,Item B,Description E,7663,3041,2025-04-13 01:15:01,2025-04-13 01:15:01,3023,20,auction_extra2
181,Item B,Description E,4822,5178,2025-04-13 01:15:01,2025-04-13 01:15:01,4679,15,auction_extra1
182,Item D,Description C,6518,6763,2025-04-13 01:15:01,2025-04-13 01:15:01,3476,15,auction_extra4
183,Item E,Description D,4178,6192,2025-04-13 01:15:01,2025-04-13 01:15:01,9678,10,auction_extra9
184,Item D,Description D,7214,1730,2025-04-13 01:15:01,2025-04-13 01:15:01,8339,10,auction_extra2
185,Item B,Description E,7185,5081,2025-04-13 01:15:01,2025-04-13 01:15:01,1127,5,auction_extra4
186,Item C,Description D,6257,5335,2025-04-13 01:15:01,2025-04-13 01:15:01,6732,20,auction_extra1
187,Item B,Description A,2496,3637,2025-04-13 01:15:01,2025-04-13 01:15:01,9503,20,auction_extra2
188,Item B,Description C,7635,3855,2025-04-13 01:15:01,2025-04-13 01:15:01,5067,15,auction_extra4
189,Item B,Description D,5874,4886,2025-04-13 01:15:01,2025-04-13 01:15:01,1327,25,auction_extra7
190,Item D,Description E,7646,1799,2025-04-13 01:15:01,2025-04-13 01:15:01,7691,25,auction_extra5
191,Item D,Description D,5262,6106,2025-04-13 01:15:01,2025-04-13 01:15:01,9965,10,auction_extra3
192,Item A,Description A,3539,2965,2025-04-13 01:15:01,2025-04-13 01:15:01,7787,15,auction_extra8
193,Item C,Description D,4942,2775,2025-04-13 01:15:01,2025-04-13 01:15:01,2761,10,auction_extra7
194,Item C,Description B,6787,2980,2025-04-13 01:15:01,2025-04-13 01:15:01,7695,20,auction_extra3
195,Item D,Description A,5078,6037,2025-04-13 01:15:01,2025-04-13 01:15:01,9464,15,auction_extra6
196,Item D,Description D,4567,2094,2025-04-13 01:15:01,2025-04-13 01:15:01,3788,5,auction_extra8
197,Item E,Description B,4130,4152,2025-04-13 01:15:01,2025-04-13 01:15:01,7896,25,auction_extra3
198,Item E,Description E,7798,1849,2025-04-13 01:15:01,2025-04-13 01:15:01,6921,10,auction_extra3
199,Item E,Description A,6356,3586,2025-04-13 01:15:01,2025-04-13 01:15:01,5484,5,auction_extra3
200,Item D,Description E,2821,1671,2025-04-13 01:15:01,2025-04-13 01:15:01,8026,20,auction_extra4
201,Item C,Description D,6849,6883,2025-04-13 01:15:01,2025-04-13 01:15:01,7132,15,auction_extra1
202,Item C,Description E,2558,4329,2025-04-13 01:15:01,2025-04-13 01:15:01,4905,10,auction_extra6
203,Item B,Description C,7981,5918,2025-04-13 01:15:01,2025-04-13 01:15:01,2229,10,auction_extra7
204,Item C,Description E,2872,6367,2025-04-13 01:15:01,2025-04-13 01:15:01,2061,25,auction_extra8
205,Item A,Description E,3753,4059,2025-04-13 01:15:01,2025-04-13 01:15:01,4630,5,auction_extra2
206,Item C,Description B,6267,3709,2025-04-13 01:15:01,2025-04-13 01:15:01,4387,20,auction_extra9
207,Item A,Description C,5436,5426,2025-04-13 01:15:01,2025-04-13 01:15:01,7827,20,auction_extra9
208,Item E,Description C,5025,2091,2025-04-13 01:15:01,2025-04-13 01:15:01,5755,25,auction_extra6
209,Item D,Description A,4661,4577,2025-04-13 01:15:01,2025-04-13 01:15:01,5329,5,auction_extra6
210,Item B,Description B,5551,1547,2025-04-13 01:15:01,2025-04-13 01:15:01,3702,20,auction_extra9
211,Item C,Description A,7118,5437,2025-04-13 01:15:01,2025-04-13 01:15:01,2239,10,auction_extra1
212,Item A,Description B,7763,6558,2025-04-13 01:15:01,2025-04-13 01:15:01,3801,20,auction_extra6
213,Item B,Description B,2604,5549,2025-04-13 01:15:01,2025-04-13 01:15:01,1018,20,auction_extra7
214,Item C,Description E,7875,6478,2025-04-13 01:15:01,2025-04-13 01:15:01,8945,5,auction_extra1
215,Item B,Description C,3394,3180,2025-04-13 01:15:01,2025-04-13 01:15:01,4559,25,auction_extra10
216,Item A,Description C,6775,6703,2025-04-13 01:15:01,2025-04-13 01:15:01,1549,20,auction_extra2
217,Item E,Description E,7402,6053,2025-04-13 01:15:01,2025-04-13 01:15:01,1477,5,auction_extra1
218,Item B,Description A,5771,5149,2025-04-13 01:15:01,2025-04-13 01:15:01,6809,10,auction_extra4
219,Item D,Description B,7972,6664,2025-04-13 01:15:01,2025-04-13 01:15:01,3311,10,auction_extra3
220,Item D,Description B,2063,1893,2025-04-13 01:15:01,2025-04-13 01:15:01,5856,20,auction_extra9
221,Item A,Description C,6534,3358,2025-04-13 01:15:01,2025-04-13 01:15:01,4807,20,auction_extra6
222,Item C,Description E,5026,6211,2025-04-13 01:15:01,2025-04-13 01:15:01,9866,15,auction_extra5
223,Item E,Description C,4549,3849,2025-04-13 01:15:01,2025-04-13 01:15:01,5578,10,auction_extra7
224,Item E,Description B,7515,4621,2025-04-13 01:15:01,2025-04-13 01:15:01,4801,15,auction_extra9
225,Item D,Description A,7808,6430,2025-04-13 01:15:01,2025-04-13 01:15:01,8425,5,auction_extra6
226,Item B,Description E,4309,2369,2025-04-13 01:15:01,2025-04-13 01:15:01,6658,15,auction_extra3
227,Item C,Description B,2127,3793,2025-04-13 01:15:01,2025-04-13 01:15:01,1080,20,auction_extra3
228,Item B,Description A,2431,4130,2025-04-13 01:15:01,2025-04-13 01:15:01,2508,10,auction_extra6
229,Item A,Description B,7444,3274,2025-04-13 01:15:01,2025-04-13 01:15:01,9585,5,auction_extra1
230,Item A,Description A,2231,2403,2025-04-13 01:15:01,2025-04-13 01:15:01,9565,25,auction_extra10
231,Item B,Description B,6033,3064,2025-04-13 01:15:01,2025-04-13 01:15:01,1176,15,auction_extra8
232,Item C,Description A,7984,2405,2025-04-13 01:15:01,2025-04-13 01:15:01,3982,20,auction_extra3
233,Item C,Description E,6909,4493,2025-04-13 01:15:01,2025-04-13 01:15:01,9319,25,auction_extra4
234,Item C,Description A,5493,4730,2025-04-13 01:15:01,2025-04-13 01:15:01,6893,25,auction_extra8
235,Item C,Description E,2661,5067,2025-04-13 01:15:01,2025-04-13 01:15:01,1053,25,auction_extra6
236,Item C,Description B,6951,6976,2025-04-13 01:15:01,2025-04-13 01:15:01,4304,5,auction_extra7
237,Item A,Description C,7235,1505,2025-04-13 01:15:01,2025-04-13 01:15:01,1003,20,auction_extra2
238,Item E,Description D,4404,3843,2025-04-13 01:15:01,2025-04-13 01:15:01,4632,15,auction_extra4
239,Item B,Description B,4969,5928,2025-04-13 01:15:01,2025-04-13 01:15:01,2601,10,auction_extra4
240,Item A,Description B,3724,5981,2025-04-13 01:15:01,2025-04-13 01:15:01,4635,20,auction_extra10
241,Item D,Description A,2875,1959,2025-04-13 01:15:01,2025-04-13 01:15:01,7639,5,auction_extra3
242,Item D,Description D,6572,1560,2025-04-13 01:15:01,2025-04-13 01:15:01,2133,10,auction_extra6
243,Item C,Description D,5683,5086,2025-04-13 01:15:01,2025-04-13 01:15:01,6682,25,auction_extra6
244,Item C,Description B,4364,5477,2025-04-13 01:15:01,2025-04-13 01:15:01,4187,5,auction_extra9
245,Item E,Description A,5298,4766,2025-04-13 01:15:01,2025-04-13 01:15:01,8777,15,auction_extra4
246,Item E,Description C,7286,6711,2025-04-13 01:15:01,2025-04-13 01:15:01,6848,5,auction_extra6
247,Item B,Description B,4456,3042,2025-04-13 01:15:01,2025-04-13 01:15:01,4023,5,auction_extra10
248,Item D,Description C,7797,3523,2025-04-13 01:15:01,2025-04-13 01:15:01,2734,5,auction_extra6
249,Item A,Description E,5279,2226,2025-04-13 01:15:01,2025-04-13 01:15:01,1955,15,auction_extra3
250,Item C,Description E,3552,3029,2025-04-13 01:15:01,2025-04-13 01:15:01,6377,25,auction_extra5
251,Item E,Description B,6696,2959,2025-04-13 01:15:01,2025-04-13 01:15:01,2544,25,auction_extra6
252,Item A,Description D,4309,2231,2025-04-13 01:15:01,2025-04-13 01:15:01,7922,20,auction_extra2
253,Item C,Description B,5670,3173,2025-04-13 01:15:01,2025-04-13 01:15:01,9239,5,auction_extra7
254,Item A,Description B,4924,6040,2025-04-13 01:15:01,2025-04-13 01:15:01,6378,5,auction_extra7
255,Item E,Description E,5259,1875,2025-04-13 01:15:01,2025-04-13 01:15:01,9669,25,auction_extra2
256,Item A,Description A,5252,3877,2025-04-13 01:15:01,2025-04-13 01:15:01,9902,10,auction_extra6
257,Item B,Description D,5945,2958,2025-04-13 01:15:01,2025-04-13 01:15:01,1306,15,auction_extra9
258,Item C,Description C,2993,4459,2025-04-13 01:15:01,2025-04-13 01:15:01,5664,5,auction_extra9
259,Item D,Description B,5722,5794,2025-04-13 01:15:01,2025-04-13 01:15:01,1832,15,auction_extra9
