10,9308,3033,Channel 4,URL_6344,2025-04-06 19:06:07.953918,Extra info for bid 59
10,3085,2071,Channel 4,URL_7211,2025-04-10 19:06:07.953929,Extra info for bid 60
20,5930,3826,Channel 5,URL_1006,2025-04-08 19:06:07.953940,Extra info for bid 61
10,4443,4021,Channel 5,URL_6279,2025-04-05 19:06:07.953960,Extra info for bid 62
15,8244,2250,Channel 5,URL_8752,2025-04-10 19:06:07.953976,Extra info for bid 63
3,5649,4722,Channel 5,URL_6491,2025-04-11 19:06:07.953994,Extra info for bid 64
8,6085,2340,Channel 2,URL_3414,2025-04-12 19:06:07.954010,Extra info for bid 65
2,5011,4392,Channel 5,URL_2193,2025-04-05 19:06:07.954029,Extra info for bid 66
14,4185,3645,Channel 4,URL_7547,2025-04-09 19:06:07.954041,Extra info for bid 67
5,1090,1373,Channel 4,URL_4585,2025-04-10 19:06:07.954056,Extra info for bid 68
17,8611,911,Channel 5,URL_5082,2025-04-11 19:06:07.954067,Extra info for bid 69
15,3184,4306,Channel 5,URL_6198,2025-04-05 19:06:07.954083,Extra info for bid 70
20,9270,3995,Channel 5,URL_8305,2025-04-10 19:06:07.954096,Extra info for bid 71
16,8373,2623,Channel 2,URL_5543,2025-04-04 19:06:07.954111,Extra info for bid 72
16,4919,2749,Channel 4,URL_2269,2025-04-08 19:06:07.954125,Extra info for bid 73
8,5451,3251,Channel 3,URL_9849,2025-04-11 19:06:07.954141,Extra info for bid 74
5,3471,2394,Channel 4,URL_3503,2025-04-09 19:06:07.954158,Extra info for bid 75
3,7797,3839,Channel 3,URL_9890,2025-04-05 19:06:07.954174,Extra info for bid 76
14,2020,2194,Channel 4,URL_7381,2025-04-03 19:06:07.954195,Extra info for bid 77
1,7232,4407,Channel 1,URL_6763,2025-04-08 19:06:07.954214,Extra info for bid 78
13,7865,4909,Channel 5,URL_4613,2025-04-05 19:06:07.954237,Extra info for bid 79
8,5471,4070,Channel 4,URL_1475,2025-04-06 19:06:07.954253,Extra info for bid 80
11,7624,1852,Channel 4,URL_3091,2025-04-03 19:06:07.954271,Extra info for bid 81
18,1441,3727,Channel 5,URL_1444,2025-04-11 19:06:07.954288,Extra info for bid 82
14,3223,4282,Channel 2,URL_1823,2025-04-08 19:06:07.954305,Extra info for bid 83
13,6363,2233,Channel 4,URL_6355,2025-04-07 19:06:07.954321,Extra info for bid 84
13,5558,3953,Channel 3,URL_2341,2025-04-05 19:06:07.954338,Extra info for bid 85
1,9837,926,Channel 3,URL_4673,2025-04-11 19:06:07.954355,Extra info for bid 86
2,1508,2525,Channel 2,URL_1333,2025-04-03 19:06:07.954373,Extra info for bid 87
5,4908,1534,Channel 4,URL_2874,2025-04-03 19:06:07.954389,Extra info for bid 88
7,8619,2599,Channel 3,URL_3749,2025-04-03 19:06:07.954406,Extra info for bid 89
20,2876,1841,Channel 3,URL_2771,2025-04-03 19:06:07.954423,Extra info for bid 90
1,6111,3574,Channel 4,URL_4249,2025-04-11 19:06:07.954441,Extra info for bid 91
19,4978,1334,Channel 3,URL_2983,2025-04-03 19:06:07.954463,Extra info for bid 92
2,6688,4864,Channel 4,URL_7071,2025-04-11 19:06:07.954480,Extra info for bid 93
17,6590,603,Channel 4,URL_9031,2025-04-11 19:06:07.954498,Extra info for bid 94
14,6934,4266,Channel 2,URL_8135,2025-04-10 19:06:07.954515,Extra info for bid 95
17,5425,4908,Channel 4,URL_8616,2025-04-06 19:06:07.954533,Extra info for bid 96
19,5397,3140,Channel 2,URL_2419,2025-04-08 19:06:07.954550,Extra info for bid 97
15,4995,4306,Channel 5,URL_7209,2025-04-07 19:06:07.954567,Extra info for bid 98
1,9098,3162,Channel 2,URL_8988,2025-04-09 19:06:07.954583,Extra info for bid 99
12,5232,3288,Channel 3,URL_5526,2025-04-04 19:06:07.954600,Extra info for bid 100
