44,Item44,Desc44,149,266,2023-01-01 00:00:00,2023-01-01 01:00:00,5626,1
45,Item45,Desc45,175,220,2023-01-01 00:00:00,2023-01-01 01:00:00,5034,1
46,Item46,Desc46,141,263,2023-01-01 00:00:00,2023-01-01 01:00:00,5986,1
47,Item47,Desc47,156,214,2023-01-01 00:00:00,2023-01-01 01:00:00,5941,1
48,Item48,Desc48,175,295,2023-01-01 00:00:00,2023-01-01 01:00:00,5245,1
49,Item49,Desc49,134,235,2023-01-01 00:00:00,2023-01-01 01:00:00,5084,1
50,Item50,Desc50,108,258,2023-01-01 00:00:00,2023-01-01 01:00:00,5119,1
51,Item51,Desc51,138,280,2023-01-01 00:00:00,2023-01-01 01:00:00,5753,1
52,Item52,Desc52,111,229,2023-01-01 00:00:00,2023-01-01 01:00:00,5005,1
53,Item53,Desc53,180,228,2023-01-01 00:00:00,2023-01-01 01:00:00,5974,1
54,Item54,Desc54,133,214,2023-01-01 00:00:00,2023-01-01 01:00:00,5531,1
55,Item55,Desc55,131,236,2023-01-01 00:00:00,2023-01-01 01:00:00,5810,1
56,Item56,Desc56,188,212,2023-01-01 00:00:00,2023-01-01 01:00:00,5985,1
57,Item57,Desc57,189,201,2023-01-01 00:00:00,2023-01-01 01:00:00,5221,1
58,Item58,Desc58,133,279,2023-01-01 00:00:00,2023-01-01 01:00:00,5855,1
59,Item59,Desc59,145,257,2023-01-01 00:00:00,2023-01-01 01:00:00,5286,1
60,Item60,Desc60,174,220,2023-01-01 00:00:00,2023-01-01 01:00:00,5727,1
61,Item61,Desc61,197,253,2023-01-01 00:00:00,2023-01-01 01:00:00,5320,1
62,Item62,Desc62,115,217,2023-01-01 00:00:00,2023-01-01 01:00:00,5522,1
63,Item63,Desc63,188,269,2023-01-01 00:00:00,2023-01-01 01:00:00,5096,1
64,Item64,Desc64,114,264,2023-01-01 00:00:00,2023-01-01 01:00:00,5612,1
65,Item65,Desc65,142,282,2023-01-01 00:00:00,2023-01-01 01:00:00,5715,1
66,Item66,Desc66,159,295,2023-01-01 00:00:00,2023-01-01 01:00:00,5981,1
67,Item67,Desc67,178,208,2023-01-01 00:00:00,2023-01-01 01:00:00,5785,1
68,Item68,Desc68,116,202,2023-01-01 00:00:00,2023-01-01 01:00:00,5543,1
69,Item69,Desc69,120,296,2023-01-01 00:00:00,2023-01-01 01:00:00,5730,1
70,Item70,Desc70,169,223,2023-01-01 00:00:00,2023-01-01 01:00:00,5928,1
71,Item71,Desc71,145,254,2023-01-01 00:00:00,2023-01-01 01:00:00,5398,1
72,Item72,Desc72,177,279,2023-01-01 00:00:00,2023-01-01 01:00:00,5041,1
73,Item73,Desc73,186,297,2023-01-01 00:00:00,2023-01-01 01:00:00,5264,1
74,Item74,Desc74,181,248,2023-01-01 00:00:00,2023-01-01 01:00:00,5286,1
75,Item75,Desc75,163,284,2023-01-01 00:00:00,2023-01-01 01:00:00,5050,1
76,Item76,Desc76,192,256,2023-01-01 00:00:00,2023-01-01 01:00:00,5949,1
77,Item77,Desc77,145,255,2023-01-01 00:00:00,2023-01-01 01:00:00,5039,1
78,Item78,Desc78,179,200,2023-01-01 00:00:00,2023-01-01 01:00:00,5868,1
79,Item79,Desc79,157,273,2023-01-01 00:00:00,2023-01-01 01:00:00,5259,1
80,Item80,Desc80,185,300,2023-01-01 00:00:00,2023-01-01 01:00:00,5511,1
81,Item81,Desc81,196,210,2023-01-01 00:00:00,2023-01-01 01:00:00,5146,1
82,Item82,Desc82,150,240,2023-01-01 00:00:00,2023-01-01 01:00:00,5578,1
83,Item83,Desc83,198,201,2023-01-01 00:00:00,2023-01-01 01:00:00,5135,1
84,Item84,Desc84,179,208,2023-01-01 00:00:00,2023-01-01 01:00:00,5801,1
85,Item85,Desc85,134,243,2023-01-01 00:00:00,2023-01-01 01:00:00,5952,1
86,Item86,Desc86,129,233,2023-01-01 00:00:00,2023-01-01 01:00:00,5916,1
87,Item87,Desc87,154,290,2023-01-01 00:00:00,2023-01-01 01:00:00,5773,1
88,Item88,Desc88,106,272,2023-01-01 00:00:00,2023-01-01 01:00:00,5423,1
89,Item89,Desc89,198,221,2023-01-01 00:00:00,2023-01-01 01:00:00,5258,1
90,Item90,Desc90,112,244,2023-01-01 00:00:00,2023-01-01 01:00:00,5691,1
91,Item91,Desc91,101,267,2023-01-01 00:00:00,2023-01-01 01:00:00,5217,1
92,Item92,Desc92,115,295,2023-01-01 00:00:00,2023-01-01 01:00:00,5438,1
93,Item93,Desc93,140,252,2023-01-01 00:00:00,2023-01-01 01:00:00,5880,1
94,Item94,Desc94,198,243,2023-01-01 00:00:00,2023-01-01 01:00:00,5188,1
95,Item95,Desc95,137,246,2023-01-01 00:00:00,2023-01-01 01:00:00,5810,1
96,Item96,Desc96,137,232,2023-01-01 00:00:00,2023-01-01 01:00:00,5076,1
97,Item97,Desc97,130,213,2023-01-01 00:00:00,2023-01-01 01:00:00,5710,1
98,Item98,Desc98,142,283,2023-01-01 00:00:00,2023-01-01 01:00:00,5501,1
99,Item99,Desc99,194,237,2023-01-01 00:00:00,2023-01-01 01:00:00,5070,1
100,Item100,Desc100,162,289,2023-01-01 00:00:00,2023-01-01 01:00:00,5293,1
101,Item101,Desc101,142,222,2023-01-01 00:00:00,2023-01-01 01:00:00,5440,2
102,Item102,Desc102,164,290,2023-01-01 00:00:00,2023-01-01 01:00:00,5242,2
103,Item103,Desc103,134,252,2023-01-01 00:00:00,2023-01-01 01:00:00,5227,2
104,Item104,Desc104,155,222,2023-01-01 00:00:00,2023-01-01 01:00:00,5706,2
105,Item105,Desc105,111,262,2023-01-01 00:00:00,2023-01-01 01:00:00,5206,2
106,Item106,Desc106,100,200,2023-01-01 00:00:00,2023-01-01 01:00:00,5309,2
107,Item107,Desc107,101,254,2023-01-01 00:00:00,2023-01-01 01:00:00,5584,2
108,Item108,Desc108,185,271,2023-01-01 00:00:00,2023-01-01 01:00:00,5409,2
109,Item109,Desc109,182,240,2023-01-01 00:00:00,2023-01-01 01:00:00,5767,2
110,Item110,Desc110,188,257,2023-01-01 00:00:00,2023-01-01 01:00:00,5339,2
111,Item111,Desc111,104,230,2023-01-01 00:00:00,2023-01-01 01:00:00,5710,2
112,Item112,Desc112,138,232,2023-01-01 00:00:00,2023-01-01 01:00:00,5488,2
113,Item113,Desc113,158,241,2023-01-01 00:00:00,2023-01-01 01:00:00,5406,2
114,Item114,Desc114,188,207,2023-01-01 00:00:00,2023-01-01 01:00:00,5328,2
115,Item115,Desc115,182,283,2023-01-01 00:00:00,2023-01-01 01:00:00,5097,2
116,Item116,Desc116,176,230,2023-01-01 00:00:00,2023-01-01 01:00:00,5962,2
117,Item117,Desc117,107,282,2023-01-01 00:00:00,2023-01-01 01:00:00,5929,2
118,Item118,Desc118,144,224,2023-01-01 00:00:00,2023-01-01 01:00:00,5953,2
119,Item119,Desc119,114,241,2023-01-01 00:00:00,2023-01-01 01:00:00,5469,2
120,Item120,Desc120,187,210,2023-01-01 00:00:00,2023-01-01 01:00:00,5201,2
121,Item121,Desc121,184,272,2023-01-01 00:00:00,2023-01-01 01:00:00,5740,2
122,Item122,Desc122,154,223,2023-01-01 00:00:00,2023-01-01 01:00:00,5352,2
123,Item123,Desc123,172,298,2023-01-01 00:00:00,2023-01-01 01:00:00,5855,2
124,Item124,Desc124,140,233,2023-01-01 00:00:00,2023-01-01 01:00:00,5384,2
125,Item125,Desc125,170,283,2023-01-01 00:00:00,2023-01-01 01:00:00,5907,2
126,Item126,Desc126,132,214,2023-01-01 00:00:00,2023-01-01 01:00:00,5409,2
127,Item127,Desc127,161,244,2023-01-01 00:00:00,2023-01-01 01:00:00,5864,2
128,Item128,Desc128,158,254,2023-01-01 00:00:00,2023-01-01 01:00:00,5605,2
129,Item129,Desc129,101,239,2023-01-01 00:00:00,2023-01-01 01:00:00,5951,2
130,Item130,Desc130,195,278,2023-01-01 00:00:00,2023-01-01 01:00:00,5003,2
131,Item131,Desc131,171,268,2023-01-01 00:00:00,2023-01-01 01:00:00,5868,2
132,Item132,Desc132,158,273,2023-01-01 00:00:00,2023-01-01 01:00:00,5608,2
133,Item133,Desc133,138,289,2023-01-01 00:00:00,2023-01-01 01:00:00,5728,2
134,Item134,Desc134,146,288,2023-01-01 00:00:00,2023-01-01 01:00:00,5020,2
135,Item135,Desc135,141,281,2023-01-01 00:00:00,2023-01-01 01:00:00,5686,2
136,Item136,Desc136,154,243,2023-01-01 00:00:00,2023-01-01 01:00:00,5383,2
137,Item137,Desc137,166,217,2023-01-01 00:00:00,2023-01-01 01:00:00,5138,2
138,Item138,Desc138,196,278,2023-01-01 00:00:00,2023-01-01 01:00:00,5344,2
139,Item139,Desc139,136,232,2023-01-01 00:00:00,2023-01-01 01:00:00,5012,2
140,Item140,Desc140,160,262,2023-01-01 00:00:00,2023-01-01 01:00:00,5739,2
141,Item141,Desc141,133,277,2023-01-01 00:00:00,2023-01-01 01:00:00,5467,2
142,Item142,Desc142,187,232,2023-01-01 00:00:00,2023-01-01 01:00:00,5930,2
143,Item143,Desc143,133,239,2023-01-01 00:00:00,2023-01-01 01:00:00,5587,2
144,Item144,Desc144,167,237,2023-01-01 00:00:00,2023-01-01 01:00:00,5446,2
145,Item145,Desc145,187,253,2023-01-01 00:00:00,2023-01-01 01:00:00,5408,2
146,Item146,Desc146,151,273,2023-01-01 00:00:00,2023-01-01 01:00:00,5245,2
147,Item147,Desc147,200,201,2023-01-01 00:00:00,2023-01-01 01:00:00,5292,2
148,Item148,Desc148,121,277,2023-01-01 00:00:00,2023-01-01 01:00:00,5845,2
149,Item149,Desc149,123,226,2023-01-01 00:00:00,2023-01-01 01:00:00,5264,2
150,Item150,Desc150,106,210,2023-01-01 00:00:00,2023-01-01 01:00:00,5200,2
151,Item151,Desc151,143,243,2023-01-01 00:00:00,2023-01-01 01:00:00,5870,2
152,Item152,Desc152,164,272,2023-01-01 00:00:00,2023-01-01 01:00:00,5697,2
153,Item153,Desc153,199,264,2023-01-01 00:00:00,2023-01-01 01:00:00,5175,2
154,Item154,Desc154,110,255,2023-01-01 00:00:00,2023-01-01 01:00:00,5351,2
155,Item155,Desc155,116,288,2023-01-01 00:00:00,2023-01-01 01:00:00,5234,2
156,Item156,Desc156,183,269,2023-01-01 00:00:00,2023-01-01 01:00:00,5534,2
157,Item157,Desc157,199,290,2023-01-01 00:00:00,2023-01-01 01:00:00,5652,2
158,Item158,Desc158,131,220,2023-01-01 00:00:00,2023-01-01 01:00:00,5667,2
159,Item159,Desc159,102,297,2023-01-01 00:00:00,2023-01-01 01:00:00,5497,2
160,Item160,Desc160,194,300,2023-01-01 00:00:00,2023-01-01 01:00:00,5636,2
161,Item161,Desc161,156,295,2023-01-01 00:00:00,2023-01-01 01:00:00,5194,2
162,Item162,Desc162,169,298,2023-01-01 00:00:00,2023-01-01 01:00:00,5251,2
163,Item163,Desc163,124,296,2023-01-01 00:00:00,2023-01-01 01:00:00,5785,2
164,Item164,Desc164,101,245,2023-01-01 00:00:00,2023-01-01 01:00:00,5148,2
165,Item165,Desc165,113,264,2023-01-01 00:00:00,2023-01-01 01:00:00,5977,2
166,Item166,Desc166,191,279,2023-01-01 00:00:00,2023-01-01 01:00:00,5144,2
167,Item167,Desc167,191,278,2023-01-01 00:00:00,2023-01-01 01:00:00,5678,2
168,Item168,Desc168,118,211,2023-01-01 00:00:00,2023-01-01 01:00:00,5594,2
169,Item169,Desc169,112,251,2023-01-01 00:00:00,2023-01-01 01:00:00,5648,2
170,Item170,Desc170,169,249,2023-01-01 00:00:00,2023-01-01 01:00:00,5109,2
171,Item171,Desc171,198,247,2023-01-01 00:00:00,2023-01-01 01:00:00,5101,2
172,Item172,Desc172,166,239,2023-01-01 00:00:00,2023-01-01 01:00:00,5506,2
173,Item173,Desc173,196,273,2023-01-01 00:00:00,2023-01-01 01:00:00,5566,2
174,Item174,Desc174,105,246,2023-01-01 00:00:00,2023-01-01 01:00:00,5738,2
175,Item175,Desc175,104,269,2023-01-01 00:00:00,2023-01-01 01:00:00,5797,2
176,Item176,Desc176,144,270,2023-01-01 00:00:00,2023-01-01 01:00:00,5963,2
177,Item177,Desc177,129,239,2023-01-01 00:00:00,2023-01-01 01:00:00,5452,2
178,Item178,Desc178,154,257,2023-01-01 00:00:00,2023-01-01 01:00:00,5532,2
179,Item179,Desc179,128,204,2023-01-01 00:00:00,2023-01-01 01:00:00,5376,2
180,Item180,Desc180,143,256,2023-01-01 00:00:00,2023-01-01 01:00:00,5640,2
181,Item181,Desc181,135,235,2023-01-01 00:00:00,2023-01-01 01:00:00,5095,2
182,Item182,Desc182,106,261,2023-01-01 00:00:00,2023-01-01 01:00:00,5072,2
183,Item183,Desc183,100,244,2023-01-01 00:00:00,2023-01-01 01:00:00,5277,2
184,Item184,Desc184,128,267,2023-01-01 00:00:00,2023-01-01 01:00:00,5374,2
185,Item185,Desc185,110,293,2023-01-01 00:00:00,2023-01-01 01:00:00,5251,2
186,Item186,Desc186,166,297,2023-01-01 00:00:00,2023-01-01 01:00:00,5223,2
187,Item187,Desc187,102,221,2023-01-01 00:00:00,2023-01-01 01:00:00,5529,2
188,Item188,Desc188,166,206,2023-01-01 00:00:00,2023-01-01 01:00:00,5301,2
189,Item189,Desc189,144,216,2023-01-01 00:00:00,2023-01-01 01:00:00,5146,2
190,Item190,Desc190,156,258,2023-01-01 00:00:00,2023-01-01 01:00:00,5792,2
191,Item191,Desc191,155,233,2023-01-01 00:00:00,2023-01-01 01:00:00,5492,2
192,Item192,Desc192,120,224,2023-01-01 00:00:00,2023-01-01 01:00:00,5465,2
193,Item193,Desc193,189,259,2023-01-01 00:00:00,2023-01-01 01:00:00,5247,2
194,Item194,Desc194,163,283,2023-01-01 00:00:00,2023-01-01 01:00:00,5354,2
195,Item195,Desc195,178,222,2023-01-01 00:00:00,2023-01-01 01:00:00,5156,2
196,Item196,Desc196,200,242,2023-01-01 00:00:00,2023-01-01 01:00:00,5558,2
197,Item197,Desc197,186,221,2023-01-01 00:00:00,2023-01-01 01:00:00,5025,2
198,Item198,Desc198,199,252,2023-01-01 00:00:00,2023-01-01 01:00:00,5710,2
199,Item199,Desc199,128,202,2023-01-01 00:00:00,2023-01-01 01:00:00,5195,2
200,Item200,Desc200,108,284,2023-01-01 00:00:00,2023-01-01 01:00:00,5424,2
201,Item201,Desc201,192,273,2023-01-01 00:00:00,2023-01-01 01:00:00,5640,3
202,Item202,Desc202,134,229,2023-01-01 00:00:00,2023-01-01 01:00:00,5095,3
203,Item203,Desc203,150,275,2023-01-01 00:00:00,2023-01-01 01:00:00,5024,3
204,Item204,Desc204,167,284,2023-01-01 00:00:00,2023-01-01 01:00:00,5915,3
205,Item205,Desc205,159,235,2023-01-01 00:00:00,2023-01-01 01:00:00,5974,3
206,Item206,Desc206,105,267,2023-01-01 00:00:00,2023-01-01 01:00:00,5167,3
207,Item207,Desc207,119,223,2023-01-01 00:00:00,2023-01-01 01:00:00,5131,3
208,Item208,Desc208,143,263,2023-01-01 00:00:00,2023-01-01 01:00:00,5649,3
209,Item209,Desc209,185,277,2023-01-01 00:00:00,2023-01-01 01:00:00,5019,3
210,Item210,Desc210,190,244,2023-01-01 00:00:00,2023-01-01 01:00:00,5347,3
211,Item211,Desc211,118,243,2023-01-01 00:00:00,2023-01-01 01:00:00,5142,3
212,Item212,Desc212,139,214,2023-01-01 00:00:00,2023-01-01 01:00:00,5109,3
213,Item213,Desc213,188,290,2023-01-01 00:00:00,2023-01-01 01:00:00,5114,3
214,Item214,Desc214,185,211,2023-01-01 00:00:00,2023-01-01 01:00:00,5510,3
215,Item215,Desc215,195,245,2023-01-01 00:00:00,2023-01-01 01:00:00,5178,3
216,Item216,Desc216,189,297,2023-01-01 00:00:00,2023-01-01 01:00:00,5204,3
217,Item217,Desc217,144,230,2023-01-01 00:00:00,2023-01-01 01:00:00,5262,3
218,Item218,Desc218,189,242,2023-01-01 00:00:00,2023-01-01 01:00:00,5820,3
219,Item219,Desc219,136,204,2023-01-01 00:00:00,2023-01-01 01:00:00,5442,3
220,Item220,Desc220,163,225,2023-01-01 00:00:00,2023-01-01 01:00:00,5851,3
221,Item221,Desc221,121,209,2023-01-01 00:00:00,2023-01-01 01:00:00,5287,3
222,Item222,Desc222,137,233,2023-01-01 00:00:00,2023-01-01 01:00:00,5789,3
223,Item223,Desc223,103,249,2023-01-01 00:00:00,2023-01-01 01:00:00,5732,3
224,Item224,Desc224,120,288,2023-01-01 00:00:00,2023-01-01 01:00:00,5023,3
225,Item225,Desc225,199,255,2023-01-01 00:00:00,2023-01-01 01:00:00,5199,3
226,Item226,Desc226,162,208,2023-01-01 00:00:00,2023-01-01 01:00:00,5493,3
227,Item227,Desc227,123,233,2023-01-01 00:00:00,2023-01-01 01:00:00,5205,3
228,Item228,Desc228,199,239,2023-01-01 00:00:00,2023-01-01 01:00:00,5086,3
229,Item229,Desc229,183,221,2023-01-01 00:00:00,2023-01-01 01:00:00,5438,3
230,Item230,Desc230,134,237,2023-01-01 00:00:00,2023-01-01 01:00:00,5164,3
231,Item231,Desc231,129,242,2023-01-01 00:00:00,2023-01-01 01:00:00,5953,3
232,Item232,Desc232,136,250,2023-01-01 00:00:00,2023-01-01 01:00:00,5303,3
233,Item233,Desc233,181,215,2023-01-01 00:00:00,2023-01-01 01:00:00,5044,3
234,Item234,Desc234,199,204,2023-01-01 00:00:00,2023-01-01 01:00:00,5070,3
235,Item235,Desc235,173,203,2023-01-01 00:00:00,2023-01-01 01:00:00,5411,3
236,Item236,Desc236,193,276,2023-01-01 00:00:00,2023-01-01 01:00:00,5052,3
237,Item237,Desc237,126,251,2023-01-01 00:00:00,2023-01-01 01:00:00,5747,3
238,Item238,Desc238,198,200,2023-01-01 00:00:00,2023-01-01 01:00:00,5904,3
239,Item239,Desc239,125,210,2023-01-01 00:00:00,2023-01-01 01:00:00,5043,3
240,Item240,Desc240,183,295,2023-01-01 00:00:00,2023-01-01 01:00:00,5287,3
241,Item241,Desc241,199,268,2023-01-01 00:00:00,2023-01-01 01:00:00,5818,3
242,Item242,Desc242,182,236,2023-01-01 00:00:00,2023-01-01 01:00:00,5702,3
243,Item243,Desc243,112,275,2023-01-01 00:00:00,2023-01-01 01:00:00,5210,3
244,Item244,Desc244,138,262,2023-01-01 00:00:00,2023-01-01 01:00:00,5343,3
245,Item245,Desc245,129,232,2023-01-01 00:00:00,2023-01-01 01:00:00,5253,3
246,Item246,Desc246,170,240,2023-01-01 00:00:00,2023-01-01 01:00:00,5610,3
247,Item247,Desc247,155,254,2023-01-01 00:00:00,2023-01-01 01:00:00,5663,3
248,Item248,Desc248,182,217,2023-01-01 00:00:00,2023-01-01 01:00:00,5131,3
249,Item249,Desc249,132,258,2023-01-01 00:00:00,2023-01-01 01:00:00,5665,3
250,Item250,Desc250,115,228,2023-01-01 00:00:00,2023-01-01 01:00:00,5632,3
251,Item251,Desc251,139,235,2023-01-01 00:00:00,2023-01-01 01:00:00,5323,3
252,Item252,Desc252,124,267,2023-01-01 00:00:00,2023-01-01 01:00:00,5954,3
253,Item253,Desc253,175,293,2023-01-01 00:00:00,2023-01-01 01:00:00,5731,3
254,Item254,Desc254,106,207,2023-01-01 00:00:00,2023-01-01 01:00:00,5246,3
255,Item255,Desc255,145,285,2023-01-01 00:00:00,2023-01-01 01:00:00,5126,3
256,Item256,Desc256,157,247,2023-01-01 00:00:00,2023-01-01 01:00:00,5412,3
257,Item257,Desc257,157,210,2023-01-01 00:00:00,2023-01-01 01:00:00,5568,3
258,Item258,Desc258,106,215,2023-01-01 00:00:00,2023-01-01 01:00:00,5679,3
259,Item259,Desc259,142,200,2023-01-01 00:00:00,2023-01-01 01:00:00,5273,3
260,Item260,Desc260,164,284,2023-01-01 00:00:00,2023-01-01 01:00:00,5165,3
261,Item261,Desc261,125,253,2023-01-01 00:00:00,2023-01-01 01:00:00,5424,3
262,Item262,Desc262,154,215,2023-01-01 00:00:00,2023-01-01 01:00:00,5016,3
263,Item263,Desc263,150,260,2023-01-01 00:00:00,2023-01-01 01:00:00,5242,3
264,Item264,Desc264,188,263,2023-01-01 00:00:00,2023-01-01 01:00:00,5645,3
265,Item265,Desc265,102,261,2023-01-01 00:00:00,2023-01-01 01:00:00,5725,3
266,Item266,Desc266,107,274,2023-01-01 00:00:00,2023-01-01 01:00:00,5429,3
267,Item267,Desc267,172,266,2023-01-01 00:00:00,2023-01-01 01:00:00,5574,3
268,Item268,Desc268,130,279,2023-01-01 00:00:00,2023-01-01 01:00:00,5278,3
269,Item269,Desc269,177,232,2023-01-01 00:00:00,2023-01-01 01:00:00,5881,3
270,Item270,Desc270,130,262,2023-01-01 00:00:00,2023-01-01 01:00:00,5200,3
271,Item271,Desc271,138,295,2023-01-01 00:00:00,2023-01-01 01:00:00,5378,3
272,Item272,Desc272,200,298,2023-01-01 00:00:00,2023-01-01 01:00:00,5399,3
273,Item273,Desc273,196,294,2023-01-01 00:00:00,2023-01-01 01:00:00,5098,3
274,Item274,Desc274,175,293,2023-01-01 00:00:00,2023-01-01 01:00:00,5630,3
275,Item275,Desc275,130,294,2023-01-01 00:00:00,2023-01-01 01:00:00,5206,3
276,Item276,Desc276,172,297,2023-01-01 00:00:00,2023-01-01 01:00:00,5887,3
277,Item277,Desc277,102,210,2023-01-01 00:00:00,2023-01-01 01:00:00,5733,3
278,Item278,Desc278,175,282,2023-01-01 00:00:00,2023-01-01 01:00:00,5629,3
279,Item279,Desc279,102,208,2023-01-01 00:00:00,2023-01-01 01:00:00,5917,3
280,Item280,Desc280,164,203,2023-01-01 00:00:00,2023-01-01 01:00:00,5257,3
281,Item281,Desc281,172,262,2023-01-01 00:00:00,2023-01-01 01:00:00,5854,3
282,Item282,Desc282,143,262,2023-01-01 00:00:00,2023-01-01 01:00:00,5419,3
283,Item283,Desc283,121,250,2023-01-01 00:00:00,2023-01-01 01:00:00,5970,3
284,Item284,Desc284,171,294,2023-01-01 00:00:00,2023-01-01 01:00:00,5108,3
285,Item285,Desc285,138,284,2023-01-01 00:00:00,2023-01-01 01:00:00,5379,3
286,Item286,Desc286,189,260,2023-01-01 00:00:00,2023-01-01 01:00:00,5349,3
287,Item287,Desc287,171,211,2023-01-01 00:00:00,2023-01-01 01:00:00,5669,3
288,Item288,Desc288,115,263,2023-01-01 00:00:00,2023-01-01 01:00:00,5881,3
289,Item289,Desc289,168,221,2023-01-01 00:00:00,2023-01-01 01:00:00,5227,3
290,Item290,Desc290,150,300,2023-01-01 00:00:00,2023-01-01 01:00:00,5199,3
291,Item291,Desc291,157,214,2023-01-01 00:00:00,2023-01-01 01:00:00,5906,3
292,Item292,Desc292,186,265,2023-01-01 00:00:00,2023-01-01 01:00:00,5882,3
293,Item293,Desc293,144,276,2023-01-01 00:00:00,2023-01-01 01:00:00,5096,3
294,Item294,Desc294,151,280,2023-01-01 00:00:00,2023-01-01 01:00:00,5149,3
295,Item295,Desc295,197,281,2023-01-01 00:00:00,2023-01-01 01:00:00,5653,3
296,Item296,Desc296,130,205,2023-01-01 00:00:00,2023-01-01 01:00:00,5091,3
297,Item297,Desc297,200,236,2023-01-01 00:00:00,2023-01-01 01:00:00,5303,3
298,Item298,Desc298,119,229,2023-01-01 00:00:00,2023-01-01 01:00:00,5739,3
299,Item299,Desc299,168,248,2023-01-01 00:00:00,2023-01-01 01:00:00,5928,3
300,Item300,Desc300,160,243,2023-01-01 00:00:00,2023-01-01 01:00:00,5534,3
301,Item301,Desc301,127,220,2023-01-01 00:00:00,2023-01-01 01:00:00,5624,4
302,Item302,Desc302,151,228,2023-01-01 00:00:00,2023-01-01 01:00:00,5157,4
303,Item303,Desc303,193,288,2023-01-01 00:00:00,2023-01-01 01:00:00,5126,4
304,Item304,Desc304,174,278,2023-01-01 00:00:00,2023-01-01 01:00:00,5784,4
