auction,bidder,price,channel,url,dateTime,extra,rank_number
27,52826,8765,baidu,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,15
28,37964,4240,facebook,http://google.com/track,2025-04-13 01:28:04,extra8,1
29,41334,6920,facebook,http://fb.com/ad,2025-04-13 01:28:04,extra10,3
30,52226,7601,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra1,2
31,83240,5175,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra9,4
32,72607,2293,baidu,http://google.com/track,2025-04-13 01:28:04,extra4,2
33,47791,1271,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra10,12
34,91243,7327,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra7,7
35,57591,3048,aPpLe,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra10,19
36,27576,8023,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra5,13
37,56493,3862,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra3,8
38,13252,8704,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra7,3
39,61537,8096,google,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra1,4
40,88124,8416,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,13
41,49245,9481,google,http://google.com/track,2025-04-13 01:28:04,extra8,8
42,88621,6904,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra7,2
43,46865,5832,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,19
44,40770,4653,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra9,18
45,56133,2653,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra3,19
46,47305,5019,google,http://social.com?src=fb,2025-04-13 01:28:04,extra8,12
47,89180,3551,google,http://social.com?src=fb,2025-04-13 01:28:04,extra7,18
48,52448,1662,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra10,10
49,83070,7701,google,http://social.com?src=fb,2025-04-13 01:28:04,extra5,9
50,88462,6244,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra6,19
51,51416,4367,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,16
52,34117,6233,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,11
53,90946,1265,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,1
54,19700,9136,Apple,http://google.com/track,2025-04-13 01:28:04,extra7,12
55,61204,2072,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,12
56,39543,3904,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,5
57,63297,3548,google,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,18
58,56116,9582,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra2,7
59,29984,4444,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra6,5
60,92967,9750,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,1
61,90892,9481,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,17
62,71999,4343,facebook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra1,1
63,60147,9406,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra4,17
64,26503,9167,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,13
65,46075,6427,Apple,http://google.com/track,2025-04-13 01:28:04,extra6,11
66,20458,2573,aPpLe,http://google.com/track,2025-04-13 01:28:04,extra3,2
67,44676,2964,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra7,14
68,22365,5879,google,http://social.com?src=fb,2025-04-13 01:28:04,extra7,17
69,61909,7505,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra7,6
70,38629,6107,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra8,5
71,17239,1336,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,9
72,63420,9585,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra2,5
73,26127,6308,baidu,http://google.com/track,2025-04-13 01:28:04,extra4,5
74,59373,6949,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,18
75,11160,9241,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra10,2
76,28708,1692,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,20
77,49025,6442,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra4,6
78,21883,4033,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,8
79,15768,9911,google,http://social.com?src=fb,2025-04-13 01:28:04,extra4,11
80,23513,5813,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,2
81,42043,2934,FaceBook,http://social.com?src=fb,2025-04-13 01:28:04,extra4,5
82,62214,9081,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra5,12
83,13975,2220,google,http://fb.com/ad,2025-04-13 01:28:04,extra2,8
84,76515,4524,Apple,http://google.com/track,2025-04-13 01:28:04,extra5,7
85,33803,3188,google,http://google.com/track,2025-04-13 01:28:04,extra3,13
86,46660,2533,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra6,8
87,37929,7968,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra8,20
88,83453,7790,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,16
89,14924,2687,google,http://google.com/track,2025-04-13 01:28:04,extra1,13
90,83004,1451,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra4,16
91,73838,2605,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra4,19
92,57075,3467,aPpLe,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra2,10
93,25799,6567,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,3
94,41930,1726,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra6,18
95,46772,1715,google,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,17
96,12687,8034,Apple,http://google.com/track,2025-04-13 01:28:04,extra4,1
97,11750,2938,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra8,7
98,57126,8473,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra6,8
99,10510,7101,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra10,17
100,80626,1275,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra2,13
101,92005,4047,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra5,6
102,83637,6033,FaceBook,http://google.com/track,2025-04-13 01:28:04,extra5,19
103,13705,5140,Apple,http://google.com/track,2025-04-13 01:28:04,extra7,11
104,47796,2716,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra2,18
105,18541,5540,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra7,12
106,85913,3164,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra7,11
107,13604,6936,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra2,12
108,72309,1978,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra3,2
109,57312,8391,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra1,14
110,89860,8953,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra6,8
111,19329,4168,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra1,1
112,95526,2701,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra7,12
113,13517,8475,baidu,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra7,9
114,87198,8848,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra9,10
115,29677,9308,baidu,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,16
116,13873,5807,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,14
117,86686,3007,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra7,18
118,36588,4142,Apple,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,1
119,30919,2189,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,3
120,16069,5772,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra10,8
121,19067,1885,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra2,12
122,66188,8981,aPpLe,http://google.com/track,2025-04-13 01:28:04,extra9,8
123,87449,8031,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra7,17
124,43808,1064,google,http://fb.com/ad,2025-04-13 01:28:04,extra7,20
125,19538,9236,FaceBook,http://social.com?src=fb,2025-04-13 01:28:04,extra2,10
126,55873,8847,aPpLe,http://google.com/track,2025-04-13 01:28:04,extra2,19
127,48493,2784,google,http://social.com?src=fb,2025-04-13 01:28:04,extra6,11
128,16452,6381,FaceBook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra2,11
129,15659,4184,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra4,17
130,53768,6952,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra3,17
131,66245,1999,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra8,10
132,22271,5217,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,11
133,18306,3649,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra2,4
134,13760,3200,facebook,http://google.com/track,2025-04-13 01:28:04,extra3,6
135,76588,6308,facebook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra7,11
136,46927,7581,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,1
137,94955,4440,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra8,20
138,37830,5219,google,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra3,17
139,92861,9821,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra10,18
140,48295,1259,FaceBook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra4,12
141,58430,5441,baidu,http://google.com/track,2025-04-13 01:28:04,extra8,4
142,62877,4802,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra8,9
143,36585,5741,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,18
144,70138,4354,google,http://google.com/track,2025-04-13 01:28:04,extra9,7
145,33607,5800,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,16
146,52450,5242,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra4,6
147,60458,9724,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra7,14
148,63872,4548,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,18
149,40378,9266,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra7,6
150,68329,5966,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra1,13
151,25588,8473,baidu,http://google.com/track,2025-04-13 01:28:04,extra8,9
152,63508,7953,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,3
153,57531,5413,FaceBook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,20
154,45137,1766,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,2
155,69659,7475,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra2,3
156,48716,3368,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,5
157,28967,9643,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra8,8
158,85902,8692,google,http://google.com/track,2025-04-13 01:28:04,extra5,1
159,75059,5479,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra2,13
160,41792,7944,FaceBook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,10
161,63650,3771,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra7,11
162,51041,9809,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,12
163,74964,6354,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,1
164,76408,3121,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra9,4
165,42109,3864,Apple,http://google.com/track,2025-04-13 01:28:04,extra2,17
166,17502,9270,FaceBook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,1
167,95631,6031,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra5,1
168,14874,1656,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra9,3
169,89440,3612,facebook,http://google.com/track,2025-04-13 01:28:04,extra2,1
170,67842,2567,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra1,13
171,21385,5169,baidu,http://google.com/track,2025-04-13 01:28:04,extra4,15
172,71639,3885,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra1,4
173,20678,9750,FaceBook,http://fb.com/ad,2025-04-13 01:28:04,extra4,1
174,53090,3485,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra4,9
175,81896,5870,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra10,18
176,68490,1762,facebook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,4
177,53863,1883,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra4,11
178,29316,4043,Apple,http://google.com/track,2025-04-13 01:28:04,extra1,7
179,45299,2818,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra9,9
180,39736,4270,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra5,19
181,35571,1689,FaceBook,http://google.com/track,2025-04-13 01:28:04,extra9,4
182,95986,4374,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra8,14
183,74026,7368,google,http://google.com/track,2025-04-13 01:28:04,extra7,13
184,45554,1302,facebook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra2,9
185,84824,6365,FaceBook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra1,5
186,51900,9494,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra7,15
187,46722,6672,baidu,http://google.com/track,2025-04-13 01:28:04,extra5,16
188,82984,9931,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra10,18
189,85047,1600,google,http://fb.com/ad,2025-04-13 01:28:04,extra5,1
190,82206,7300,FaceBook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra6,4
191,99010,8483,google,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra4,9
192,70183,5237,aPpLe,http://google.com/track,2025-04-13 01:28:04,extra5,16
193,10083,1616,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,1
194,55468,5100,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,11
195,76185,2117,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,13
196,66816,4660,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra7,1
197,34600,7069,Apple,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,18
198,55669,6531,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra6,9
199,24322,1356,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,20
200,83673,2982,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra4,3
201,35413,9497,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra4,9
202,44661,2399,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,11
203,48578,7576,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra5,10
204,76991,8954,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra8,14
205,91356,4121,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,1
206,42444,7826,aPpLe,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,5
207,11388,7608,FaceBook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra8,14
208,17825,6583,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,12
209,83336,1989,Apple,http://google.com/track,2025-04-13 01:28:04,extra4,16
210,81875,4444,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra2,7
211,13153,6219,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra4,11
212,67552,9539,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra3,15
213,37332,1690,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,9
214,61856,5735,facebook,http://google.com/track,2025-04-13 01:28:04,extra1,8
215,95255,8869,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra5,4
216,80097,2873,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra6,8
217,68014,7410,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra7,18
218,73900,8576,google,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra3,9
219,54512,4526,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra6,8
220,36258,7138,google,http://social.com?src=fb,2025-04-13 01:28:04,extra3,9
221,27026,5306,aPpLe,http://google.com/track,2025-04-13 01:28:04,extra3,11
222,77451,5337,FaceBook,http://google.com/track,2025-04-13 01:28:04,extra7,7
223,62739,9720,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra1,3
224,70342,9241,FaceBook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra10,13
225,38361,2771,google,http://google.com/track,2025-04-13 01:28:04,extra4,11
226,33390,9690,google,http://google.com/track,2025-04-13 01:28:04,extra3,17
227,25955,1556,Apple,http://google.com/track,2025-04-13 01:28:04,extra10,12
228,95672,4500,FaceBook,http://social.com?src=fb,2025-04-13 01:28:04,extra9,18
229,17864,5337,facebook,http://google.com/track,2025-04-13 01:28:04,extra6,19
230,40527,8674,facebook,http://social.com?src=fb,2025-04-13 01:28:04,extra2,19
231,22327,1013,google,http://fb.com/ad,2025-04-13 01:28:04,extra9,7
232,59683,2935,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,16
233,20758,6486,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra6,20
234,91509,6427,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra9,4
235,76348,9069,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra7,11
236,66186,9022,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,11
237,50705,4051,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,8
238,42825,9050,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra2,13
239,51518,3059,FaceBook,http://social.com?src=fb,2025-04-13 01:28:04,extra6,3
240,93251,8266,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,17
241,66799,9828,facebook,http://fb.com/ad,2025-04-13 01:28:04,extra5,3
242,42659,2422,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,2
243,56418,7609,facebook,http://google.com/track,2025-04-13 01:28:04,extra4,2
244,70777,4314,aPpLe,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra3,8
245,96582,5867,google,http://fb.com/ad,2025-04-13 01:28:04,extra10,20
246,71995,2318,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra4,19
247,54707,6056,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra10,14
248,55461,2025,google,http://social.com?src=fb,2025-04-13 01:28:04,extra1,10
249,74196,4680,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra6,16
250,24189,6662,google,http://fb.com/ad,2025-04-13 01:28:04,extra5,4
251,53087,9552,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra8,16
252,70891,9101,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,13
253,11522,8769,Apple,http://social.com?src=fb,2025-04-13 01:28:04,extra1,7
254,67418,8683,google,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra9,14
255,13097,6221,Apple,http://google.com/track,2025-04-13 01:28:04,extra4,4
256,50143,1396,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra1,9
257,29973,3472,baidu,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,6
258,13194,1310,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra10,14
259,68934,4224,baidu,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra10,13
260,54148,3576,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra9,1
261,95241,2143,facebook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,19
262,26797,3751,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra7,2
263,80535,9351,facebook,http://fb.com/ad,2025-04-13 01:28:04,extra10,13
264,77717,7811,FaceBook,http://google.com/track,2025-04-13 01:28:04,extra1,10
265,17370,8009,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra5,3
266,95821,4053,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,7
267,57410,3203,FaceBook,http://fb.com/ad,2025-04-13 01:28:04,extra1,2
268,51654,5823,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra8,5
269,96310,1339,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra1,11
270,81824,5232,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra3,18
271,80462,3210,google,http://google.com/track,2025-04-13 01:28:04,extra6,8
272,61700,5078,baidu,http://social.com?src=fb,2025-04-13 01:28:04,extra1,6
273,35906,9607,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra6,6
274,42845,7101,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra4,19
275,71521,1764,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,17
276,28721,1696,google,http://social.com?src=fb,2025-04-13 01:28:04,extra1,2
277,38012,1539,facebook,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra7,3
278,83154,6091,baidu,http://google.com/track,2025-04-13 01:28:04,extra5,1
279,30096,3684,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra2,19
280,27186,2651,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra6,20
281,52818,1416,baidu,http://google.com/track,2025-04-13 01:28:04,extra5,16
282,28037,1571,aPpLe,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra4,20
283,45736,7777,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,16
284,95152,2297,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra1,13
285,89867,4957,baidu,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra3,10
286,69306,7317,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,5
287,15640,1294,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,16
288,65895,6940,baidu,http://fb.com/ad,2025-04-13 01:28:04,extra9,4
289,69603,9054,FaceBook,http://fb.com/ad,2025-04-13 01:28:04,extra3,10
290,54725,4216,aPpLe,http://google.com/track,2025-04-13 01:28:04,extra2,1
291,28022,9619,facebook,http://fb.com/ad,2025-04-13 01:28:04,extra2,7
292,68833,1356,facebook,http://google.com/track,2025-04-13 01:28:04,extra6,14
293,40129,9764,FaceBook,http://fb.com/ad,2025-04-13 01:28:04,extra4,9
294,29589,6972,aPpLe,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra3,11
295,47472,7960,baidu,http://google.com/track,2025-04-13 01:28:04,extra2,11
296,68877,2295,baidu,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra5,13
297,85335,2159,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra3,12
298,76956,6681,aPpLe,http://social.com?src=fb,2025-04-13 01:28:04,extra9,20
299,73011,9767,google,http://social.com?src=fb,2025-04-13 01:28:04,extra2,5
300,28215,9143,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra3,1
301,62371,3864,aPpLe,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra10,18
302,83642,4108,google,http://google.com/track,2025-04-13 01:28:04,extra5,5
303,24546,7941,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra2,2
304,20593,8770,Apple,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra2,14
305,67995,6235,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra2,12
306,27956,4792,facebook,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,1
307,77349,3148,aPpLe,http://baidu.cn/search?q=test,2025-04-13 01:28:04,extra7,18
308,89828,4674,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra3,4
309,84857,9101,baidu,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra8,6
310,39030,9022,Apple,http://fb.com/ad,2025-04-13 01:28:04,extra8,2
311,20670,5566,aPpLe,http://fb.com/ad,2025-04-13 01:28:04,extra6,18
312,78589,3163,google,http://apple.com/ad?campaign=123,2025-04-13 01:28:04,extra8,18
313,86937,6819,facebook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra5,3
314,76105,6944,facebook,http://fb.com/ad,2025-04-13 01:28:04,extra10,20
315,79685,2339,facebook,http://google.com/track,2025-04-13 01:28:04,extra6,6
316,39818,7589,FaceBook,http://iosapps.com/?utm=apple,2025-04-13 01:28:04,extra6,17
