| +U |                      channel_1 |                     2025-04-13 |                          01:40 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    7 |                    0 |                    7 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          01:30 |                    6 |                    1 |                    5 |                    0 |                    6 |                    1 |                    5 |                    0 |                    5 |                    1 |                    5 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          01:45 |                    7 |                    1 |                    6 |                    0 |                    7 |                    1 |                    6 |                    0 |                    6 |                    1 |                    6 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          01:40 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    7 |                    0 |                    7 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          01:50 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                    8 |                    0 |                    8 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          01:35 |                    5 |                    0 |                    5 |                    0 |                    5 |                    0 |                    5 |                    0 |                    5 |                    0 |                    5 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          01:55 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          01:45 |                    7 |                    1 |                    6 |                    0 |                    7 |                    1 |                    6 |                    0 |                    6 |                    1 |                    6 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          02:00 |                    8 |                    1 |                    7 |                    0 |                    8 |                    1 |                    7 |                    0 |                    7 |                    1 |                    7 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          01:50 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                    8 |                    0 |                    8 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          02:05 |                   11 |                    1 |                   10 |                    0 |                   11 |                    1 |                   10 |                    0 |                    9 |                    1 |                    8 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          02:00 |                    8 |                    1 |                    7 |                    0 |                    8 |                    1 |                    7 |                    0 |                    7 |                    1 |                    7 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          02:10 |                    9 |                    2 |                    7 |                    0 |                    9 |                    2 |                    7 |                    0 |                    8 |                    2 |                    7 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          01:55 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |                    6 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          02:15 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          02:05 |                   11 |                    1 |                   10 |                    0 |                   11 |                    1 |                   10 |                    0 |                    9 |                    1 |                    8 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          02:20 |                   12 |                    1 |                   11 |                    0 |                   12 |                    1 |                   11 |                    0 |                   10 |                    1 |                    9 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          02:10 |                    9 |                    2 |                    7 |                    0 |                    9 |                    2 |                    7 |                    0 |                    8 |                    2 |                    7 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          02:25 |                   10 |                    2 |                    8 |                    0 |                   10 |                    2 |                    8 |                    0 |                    9 |                    2 |                    8 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          02:15 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |                    7 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          02:30 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          02:20 |                   12 |                    1 |                   11 |                    0 |                   12 |                    1 |                   11 |                    0 |                   10 |                    1 |                    9 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          02:35 |                   13 |                    1 |                   12 |                    0 |                   13 |                    1 |                   12 |                    0 |                   11 |                    1 |                   10 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          02:30 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |                    8 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          02:40 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          02:25 |                   10 |                    2 |                    8 |                    0 |                   10 |                    2 |                    8 |                    0 |                    9 |                    2 |                    8 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          02:45 |                   11 |                    2 |                    9 |                    0 |                   11 |                    2 |                    9 |                    0 |                   10 |                    2 |                    9 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          02:35 |                   13 |                    1 |                   12 |                    0 |                   13 |                    1 |                   12 |                    0 |                   11 |                    1 |                   10 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          02:50 |                   14 |                    1 |                   13 |                    0 |                   14 |                    1 |                   13 |                    0 |                   12 |                    1 |                   11 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          02:40 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |                    9 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          02:55 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          02:45 |                   11 |                    2 |                    9 |                    0 |                   11 |                    2 |                    9 |                    0 |                   10 |                    2 |                    9 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          03:00 |                   12 |                    2 |                   10 |                    0 |                   12 |                    2 |                   10 |                    0 |                   11 |                    2 |                   10 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          02:50 |                   14 |                    1 |                   13 |                    0 |                   14 |                    1 |                   13 |                    0 |                   12 |                    1 |                   11 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          03:05 |                   15 |                    1 |                   14 |                    0 |                   15 |                    1 |                   14 |                    0 |                   13 |                    1 |                   12 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          02:55 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |                   10 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          03:10 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          03:00 |                   12 |                    2 |                   10 |                    0 |                   12 |                    2 |                   10 |                    0 |                   11 |                    2 |                   10 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          03:15 |                   13 |                    3 |                   10 |                    0 |                   13 |                    3 |                   10 |                    0 |                   12 |                    3 |                   10 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          03:05 |                   15 |                    1 |                   14 |                    0 |                   15 |                    1 |                   14 |                    0 |                   13 |                    1 |                   12 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          03:20 |                   16 |                    1 |                   15 |                    0 |                   16 |                    1 |                   15 |                    0 |                   14 |                    1 |                   13 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          03:10 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |                   11 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          03:25 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          03:15 |                   13 |                    3 |                   10 |                    0 |                   13 |                    3 |                   10 |                    0 |                   12 |                    3 |                   10 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          03:30 |                   14 |                    3 |                   11 |                    0 |                   14 |                    3 |                   11 |                    0 |                   13 |                    3 |                   11 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          03:20 |                   16 |                    1 |                   15 |                    0 |                   16 |                    1 |                   15 |                    0 |                   14 |                    1 |                   13 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          03:35 |                   17 |                    1 |                   16 |                    0 |                   17 |                    1 |                   16 |                    0 |                   15 |                    1 |                   14 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          03:25 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |                   12 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          03:40 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          03:35 |                   17 |                    1 |                   16 |                    0 |                   17 |                    1 |                   16 |                    0 |                   15 |                    1 |                   14 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          03:45 |                   18 |                    1 |                   17 |                    0 |                   18 |                    1 |                   17 |                    0 |                   16 |                    1 |                   15 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          03:30 |                   14 |                    3 |                   11 |                    0 |                   14 |                    3 |                   11 |                    0 |                   13 |                    3 |                   11 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          03:50 |                   15 |                    3 |                   12 |                    0 |                   15 |                    3 |                   12 |                    0 |                   14 |                    3 |                   12 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          03:40 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |                   13 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          03:55 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          03:45 |                   18 |                    1 |                   17 |                    0 |                   18 |                    1 |                   17 |                    0 |                   16 |                    1 |                   15 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          04:00 |                   19 |                    1 |                   18 |                    0 |                   19 |                    1 |                   18 |                    0 |                   17 |                    1 |                   16 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          03:50 |                   15 |                    3 |                   12 |                    0 |                   15 |                    3 |                   12 |                    0 |                   14 |                    3 |                   12 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          04:05 |                   16 |                    3 |                   13 |                    0 |                   16 |                    3 |                   13 |                    0 |                   15 |                    3 |                   13 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          04:00 |                   19 |                    1 |                   18 |                    0 |                   19 |                    1 |                   18 |                    0 |                   17 |                    1 |                   16 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          04:10 |                   20 |                    1 |                   19 |                    0 |                   20 |                    1 |                   19 |                    0 |                   18 |                    1 |                   17 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          03:55 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |                   14 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          04:15 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          04:10 |                   20 |                    1 |                   19 |                    0 |                   20 |                    1 |                   19 |                    0 |                   18 |                    1 |                   17 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          04:20 |                   21 |                    1 |                   20 |                    0 |                   21 |                    1 |                   20 |                    0 |                   19 |                    1 |                   18 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          04:05 |                   16 |                    3 |                   13 |                    0 |                   16 |                    3 |                   13 |                    0 |                   15 |                    3 |                   13 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          04:25 |                   17 |                    3 |                   14 |                    0 |                   17 |                    3 |                   14 |                    0 |                   16 |                    3 |                   14 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          04:15 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |                   15 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          04:30 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          04:20 |                   21 |                    1 |                   20 |                    0 |                   21 |                    1 |                   20 |                    0 |                   19 |                    1 |                   18 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          04:35 |                   22 |                    1 |                   21 |                    0 |                   22 |                    1 |                   21 |                    0 |                   20 |                    1 |                   19 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          04:25 |                   17 |                    3 |                   14 |                    0 |                   17 |                    3 |                   14 |                    0 |                   16 |                    3 |                   14 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          04:40 |                   18 |                    3 |                   15 |                    0 |                   18 |                    3 |                   15 |                    0 |                   17 |                    3 |                   15 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          04:30 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |                   16 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          04:45 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          04:35 |                   22 |                    1 |                   21 |                    0 |                   22 |                    1 |                   21 |                    0 |                   20 |                    1 |                   19 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          04:50 |                   23 |                    1 |                   22 |                    0 |                   23 |                    1 |                   22 |                    0 |                   21 |                    1 |                   20 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          04:40 |                   18 |                    3 |                   15 |                    0 |                   18 |                    3 |                   15 |                    0 |                   17 |                    3 |                   15 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          04:55 |                   19 |                    3 |                   16 |                    0 |                   19 |                    3 |                   16 |                    0 |                   18 |                    3 |                   16 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          04:45 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |                   17 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          05:00 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          04:50 |                   23 |                    1 |                   22 |                    0 |                   23 |                    1 |                   22 |                    0 |                   21 |                    1 |                   20 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          05:05 |                   24 |                    1 |                   23 |                    0 |                   24 |                    1 |                   23 |                    0 |                   22 |                    1 |                   21 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          04:55 |                   19 |                    3 |                   16 |                    0 |                   19 |                    3 |                   16 |                    0 |                   18 |                    3 |                   16 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          05:10 |                   20 |                    3 |                   17 |                    0 |                   20 |                    3 |                   17 |                    0 |                   19 |                    3 |                   17 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          05:00 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |                   18 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          05:15 |                   19 |                    1 |                   18 |                    0 |                   19 |                    1 |                   18 |                    0 |                   19 |                    1 |                   18 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          05:05 |                   24 |                    1 |                   23 |                    0 |                   24 |                    1 |                   23 |                    0 |                   22 |                    1 |                   21 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          05:20 |                   25 |                    1 |                   24 |                    0 |                   25 |                    1 |                   24 |                    0 |                   23 |                    1 |                   22 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          05:10 |                   20 |                    3 |                   17 |                    0 |                   20 |                    3 |                   17 |                    0 |                   19 |                    3 |                   17 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          05:25 |                   21 |                    3 |                   18 |                    0 |                   21 |                    3 |                   18 |                    0 |                   20 |                    3 |                   18 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          05:15 |                   19 |                    1 |                   18 |                    0 |                   19 |                    1 |                   18 |                    0 |                   19 |                    1 |                   18 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          05:30 |                   20 |                    1 |                   19 |                    0 |                   20 |                    1 |                   19 |                    0 |                   20 |                    1 |                   19 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          05:20 |                   25 |                    1 |                   24 |                    0 |                   25 |                    1 |                   24 |                    0 |                   23 |                    1 |                   22 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          05:35 |                   26 |                    1 |                   25 |                    0 |                   26 |                    1 |                   25 |                    0 |                   24 |                    1 |                   23 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          05:25 |                   21 |                    3 |                   18 |                    0 |                   21 |                    3 |                   18 |                    0 |                   20 |                    3 |                   18 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          05:40 |                   22 |                    3 |                   19 |                    0 |                   22 |                    3 |                   19 |                    0 |                   21 |                    3 |                   19 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          05:30 |                   20 |                    1 |                   19 |                    0 |                   20 |                    1 |                   19 |                    0 |                   20 |                    1 |                   19 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          05:45 |                   21 |                    1 |                   20 |                    0 |                   21 |                    1 |                   20 |                    0 |                   21 |                    1 |                   20 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          05:35 |                   26 |                    1 |                   25 |                    0 |                   26 |                    1 |                   25 |                    0 |                   24 |                    1 |                   23 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          05:50 |                   27 |                    1 |                   26 |                    0 |                   27 |                    1 |                   26 |                    0 |                   25 |                    1 |                   24 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          05:40 |                   22 |                    3 |                   19 |                    0 |                   22 |                    3 |                   19 |                    0 |                   21 |                    3 |                   19 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          05:55 |                   23 |                    3 |                   20 |                    0 |                   23 |                    3 |                   20 |                    0 |                   22 |                    3 |                   20 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          05:45 |                   21 |                    1 |                   20 |                    0 |                   21 |                    1 |                   20 |                    0 |                   21 |                    1 |                   20 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          06:00 |                   22 |                    1 |                   21 |                    0 |                   22 |                    1 |                   21 |                    0 |                   22 |                    1 |                   21 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          05:50 |                   27 |                    1 |                   26 |                    0 |                   27 |                    1 |                   26 |                    0 |                   25 |                    1 |                   24 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          06:05 |                   28 |                    1 |                   27 |                    0 |                   28 |                    1 |                   27 |                    0 |                   26 |                    1 |                   25 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          05:55 |                   23 |                    3 |                   20 |                    0 |                   23 |                    3 |                   20 |                    0 |                   22 |                    3 |                   20 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          06:10 |                   24 |                    3 |                   21 |                    0 |                   24 |                    3 |                   21 |                    0 |                   23 |                    3 |                   21 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          06:00 |                   22 |                    1 |                   21 |                    0 |                   22 |                    1 |                   21 |                    0 |                   22 |                    1 |                   21 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          06:15 |                   23 |                    1 |                   22 |                    0 |                   23 |                    1 |                   22 |                    0 |                   23 |                    1 |                   22 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          06:05 |                   28 |                    1 |                   27 |                    0 |                   28 |                    1 |                   27 |                    0 |                   26 |                    1 |                   25 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          06:20 |                   29 |                    1 |                   28 |                    0 |                   29 |                    1 |                   28 |                    0 |                   27 |                    1 |                   26 |                    0 |
| -U |                      channel_2 |                     2025-04-13 |                          06:10 |                   24 |                    3 |                   21 |                    0 |                   24 |                    3 |                   21 |                    0 |                   23 |                    3 |                   21 |                    0 |
| +U |                      channel_2 |                     2025-04-13 |                          06:25 |                   25 |                    3 |                   22 |                    0 |                   25 |                    3 |                   22 |                    0 |                   24 |                    3 |                   22 |                    0 |
| -U |                      channel_3 |                     2025-04-13 |                          06:15 |                   23 |                    1 |                   22 |                    0 |                   23 |                    1 |                   22 |                    0 |                   23 |                    1 |                   22 |                    0 |
| +U |                      channel_3 |                     2025-04-13 |                          06:30 |                   24 |                    1 |                   23 |                    0 |                   24 |                    1 |                   23 |                    0 |                   24 |                    1 |                   23 |                    0 |
| -U |                      channel_1 |                     2025-04-13 |                          06:20 |                   29 |                    1 |                   28 |                    0 |                   29 |                    1 |                   28 |                    0 |                   27 |                    1 |                   26 |                    0 |
| +U |                      channel_1 |                     2025-04-13 |                          06:35 |                   30 |                    1 |                   29 |                    0 |                   30 |                    1 |                   29 |                    0 |                   28 |                    1 |                   27 |                    0 |
