| +I |                   10 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             19997564 |             19997564 |             19997564 |             19997564 |
| +I |                   11 |                     2025-04-06 |                    1 |                    0 |                    0 |                    1 |             48348166 |             48348166 |             48348166 |             48348166 |
| +I |                    3 |                     2025-03-27 |                    1 |                    0 |                    0 |                    1 |             13938126 |             13938126 |             13938126 |             13938126 |
| +I |                    6 |                     2025-03-18 |                    1 |                    0 |                    0 |                    1 |             15156373 |             15156373 |             15156373 |             15156373 |
| +I |                   18 |                     2025-03-27 |                    1 |                    0 |                    0 |                    1 |             40063835 |             40063835 |             40063835 |             40063835 |
| +I |                   17 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |             47500105 |             47500105 |             47500105 |             47500105 |
| +I |                   12 |                     2025-03-27 |                    1 |                    0 |                    0 |                    1 |              1747473 |              1747473 |              1747473 |              1747473 |
| +I |                    9 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             24466495 |             24466495 |             24466495 |             24466495 |
| +I |                    5 |                     2025-03-22 |                    1 |                    0 |                    0 |                    1 |             38638188 |             38638188 |             38638188 |             38638188 |
| +I |                    6 |                     2025-03-25 |                    1 |                    0 |                    0 |                    1 |             36603908 |             36603908 |             36603908 |             36603908 |
| +I |                   10 |                     2025-03-19 |                    1 |                    0 |                    0 |                    1 |             12762112 |             12762112 |             12762112 |             12762112 |
| +I |                   10 |                     2025-04-02 |                    1 |                    0 |                    0 |                    1 |             12891704 |             12891704 |             12891704 |             12891704 |
| +I |                    6 |                     2025-03-22 |                    1 |                    0 |                    0 |                    1 |              5245433 |              5245433 |              5245433 |              5245433 |
| +I |                   19 |                     2025-04-02 |                    1 |                    0 |                    0 |                    1 |             22038152 |             22038152 |             22038152 |             22038152 |
| -U |                    3 |                     2025-03-20 |                    1 |                    0 |                    0 |                    1 |             31000154 |             31000154 |             31000154 |             31000154 |
| +U |                    3 |                     2025-03-20 |                    2 |                    0 |                    0 |                    2 |              9196031 |             31000154 |             20098092 |             40196185 |
| +I |                   18 |                     2025-03-20 |                    1 |                    0 |                    0 |                    1 |             33174332 |             33174332 |             33174332 |             33174332 |
| +I |                    1 |                     2025-03-23 |                    1 |                    0 |                    0 |                    1 |             28882616 |             28882616 |             28882616 |             28882616 |
| +I |                   15 |                     2025-03-21 |                    1 |                    0 |                    0 |                    1 |             48279158 |             48279158 |             48279158 |             48279158 |
| +I |                    2 |                     2025-03-21 |                    1 |                    0 |                    0 |                    1 |              3391375 |              3391375 |              3391375 |              3391375 |
| +I |                    7 |                     2025-04-02 |                    1 |                    0 |                    0 |                    1 |             22662885 |             22662885 |             22662885 |             22662885 |
| +I |                    9 |                     2025-03-26 |                    1 |                    0 |                    0 |                    1 |             38293597 |             38293597 |             38293597 |             38293597 |
| +I |                   16 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             30621774 |             30621774 |             30621774 |             30621774 |
| +I |                    8 |                     2025-04-09 |                    1 |                    0 |                    0 |                    1 |              4539308 |              4539308 |              4539308 |              4539308 |
| +I |                   11 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             39601017 |             39601017 |             39601017 |             39601017 |
| +I |                   14 |                     2025-03-26 |                    1 |                    0 |                    0 |                    1 |             13897399 |             13897399 |             13897399 |             13897399 |
| +I |                   19 |                     2025-03-14 |                    1 |                    0 |                    0 |                    1 |             33673368 |             33673368 |             33673368 |             33673368 |
| +I |                   12 |                     2025-04-08 |                    1 |                    0 |                    0 |                    1 |             16034839 |             16034839 |             16034839 |             16034839 |
| -U |                   18 |                     2025-03-28 |                    1 |                    0 |                    0 |                    1 |              7675055 |              7675055 |              7675055 |              7675055 |
| +U |                   18 |                     2025-03-28 |                    2 |                    0 |                    0 |                    2 |              7675055 |             14741731 |             11208393 |             22416786 |
| +I |                   10 |                     2025-03-16 |                    1 |                    0 |                    0 |                    1 |              7516920 |              7516920 |              7516920 |              7516920 |
| +I |                    2 |                     2025-04-05 |                    1 |                    0 |                    0 |                    1 |             24665316 |             24665316 |             24665316 |             24665316 |
| +I |                    1 |                     2025-04-11 |                    1 |                    0 |                    0 |                    1 |             18480628 |             18480628 |             18480628 |             18480628 |
| -U |                   18 |                     2025-03-27 |                    1 |                    0 |                    0 |                    1 |             40063835 |             40063835 |             40063835 |             40063835 |
| +U |                   18 |                     2025-03-27 |                    2 |                    0 |                    0 |                    2 |             14502220 |             40063835 |             27283027 |             54566055 |
| +I |                   17 |                     2025-04-12 |                    1 |                    0 |                    0 |                    1 |             23617879 |             23617879 |             23617879 |             23617879 |
| +I |                    6 |                     2025-03-23 |                    1 |                    0 |                    0 |                    1 |              8176891 |              8176891 |              8176891 |              8176891 |
| +I |                    6 |                     2025-04-02 |                    1 |                    0 |                    0 |                    1 |             47343447 |             47343447 |             47343447 |             47343447 |
| -U |                    1 |                     2025-03-30 |                    1 |                    0 |                    0 |                    1 |              2983817 |              2983817 |              2983817 |              2983817 |
| +U |                    1 |                     2025-03-30 |                    2 |                    0 |                    0 |                    2 |              2983817 |             11919004 |              7451410 |             14902821 |
| +I |                    6 |                     2025-03-21 |                    1 |                    0 |                    0 |                    1 |             44850065 |             44850065 |             44850065 |             44850065 |
| +I |                   13 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             16094407 |             16094407 |             16094407 |             16094407 |
| +I |                    7 |                     2025-03-16 |                    1 |                    0 |                    0 |                    1 |              4039434 |              4039434 |              4039434 |              4039434 |
| +I |                   12 |                     2025-04-09 |                    1 |                    0 |                    0 |                    1 |             28573463 |             28573463 |             28573463 |             28573463 |
| +I |                   20 |                     2025-03-16 |                    1 |                    0 |                    0 |                    1 |              6713080 |              6713080 |              6713080 |              6713080 |
| -U |                   15 |                     2025-03-21 |                    1 |                    0 |                    0 |                    1 |             48279158 |             48279158 |             48279158 |             48279158 |
| +U |                   15 |                     2025-03-21 |                    2 |                    0 |                    0 |                    2 |             23829109 |             48279158 |             36054133 |             72108267 |
| +I |                   12 |                     2025-03-15 |                    1 |                    0 |                    0 |                    1 |             42950882 |             42950882 |             42950882 |             42950882 |
| +I |                   17 |                     2025-03-22 |                    1 |                    0 |                    0 |                    1 |             46292347 |             46292347 |             46292347 |             46292347 |
| +I |                    4 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             11668580 |             11668580 |             11668580 |             11668580 |
| +I |                    3 |                     2025-03-26 |                    1 |                    0 |                    0 |                    1 |              7876425 |              7876425 |              7876425 |              7876425 |
| +I |                   16 |                     2025-03-26 |                    1 |                    0 |                    0 |                    1 |             13003362 |             13003362 |             13003362 |             13003362 |
| +I |                    9 |                     2025-03-17 |                    1 |                    0 |                    0 |                    1 |             18975973 |             18975973 |             18975973 |             18975973 |
| +I |                   20 |                     2025-03-17 |                    1 |                    0 |                    0 |                    1 |             41023473 |             41023473 |             41023473 |             41023473 |
| +I |                    3 |                     2025-04-07 |                    1 |                    0 |                    0 |                    1 |             49242994 |             49242994 |             49242994 |             49242994 |
| +I |                    6 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             49936444 |             49936444 |             49936444 |             49936444 |
| +I |                   13 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |             16407776 |             16407776 |             16407776 |             16407776 |
| +I |                    1 |                     2025-04-01 |                    1 |                    0 |                    0 |                    1 |              7290262 |              7290262 |              7290262 |              7290262 |
| +I |                    4 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |             29612857 |             29612857 |             29612857 |             29612857 |
| +I |                   12 |                     2025-03-30 |                    1 |                    0 |                    0 |                    1 |              2663692 |              2663692 |              2663692 |              2663692 |
| +I |                    4 |                     2025-03-29 |                    1 |                    0 |                    0 |                    1 |             36775968 |             36775968 |             36775968 |             36775968 |
| +I |                    6 |                     2025-04-01 |                    1 |                    0 |                    0 |                    1 |             10751241 |             10751241 |             10751241 |             10751241 |
| -U |                   11 |                     2025-04-06 |                    1 |                    0 |                    0 |                    1 |             48348166 |             48348166 |             48348166 |             48348166 |
| +U |                   11 |                     2025-04-06 |                    2 |                    0 |                    0 |                    2 |              1391037 |             48348166 |             24869601 |             49739203 |
| +I |                   15 |                     2025-03-30 |                    1 |                    0 |                    0 |                    1 |              8665668 |              8665668 |              8665668 |              8665668 |
| +I |                    5 |                     2025-03-15 |                    1 |                    0 |                    0 |                    1 |             40743474 |             40743474 |             40743474 |             40743474 |
| -U |                   18 |                     2025-03-20 |                    1 |                    0 |                    0 |                    1 |             33174332 |             33174332 |             33174332 |             33174332 |
| +U |                   18 |                     2025-03-20 |                    2 |                    0 |                    0 |                    2 |             27922975 |             33174332 |             30548653 |             61097307 |
| +I |                   11 |                     2025-04-04 |                    1 |                    0 |                    0 |                    1 |              2409717 |              2409717 |              2409717 |              2409717 |
| +I |                   12 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |             11068889 |             11068889 |             11068889 |             11068889 |
| +I |                   18 |                     2025-03-18 |                    1 |                    0 |                    0 |                    1 |             46433978 |             46433978 |             46433978 |             46433978 |
| -U |                    4 |                     2025-04-06 |                    1 |                    0 |                    0 |                    1 |             41707595 |             41707595 |             41707595 |             41707595 |
| +U |                    4 |                     2025-04-06 |                    2 |                    0 |                    0 |                    2 |             41707595 |             48128327 |             44917961 |             89835922 |
| +I |                    3 |                     2025-04-11 |                    1 |                    0 |                    0 |                    1 |             47653522 |             47653522 |             47653522 |             47653522 |
| +I |                   13 |                     2025-04-02 |                    1 |                    0 |                    0 |                    1 |             46350578 |             46350578 |             46350578 |             46350578 |
| +I |                    1 |                     2025-03-15 |                    1 |                    0 |                    0 |                    1 |             10463569 |             10463569 |             10463569 |             10463569 |
| +I |                   17 |                     2025-03-14 |                    1 |                    0 |                    0 |                    1 |             18561072 |             18561072 |             18561072 |             18561072 |
| +I |                   10 |                     2025-03-29 |                    1 |                    0 |                    0 |                    1 |             46090784 |             46090784 |             46090784 |             46090784 |
| +I |                   16 |                     2025-04-07 |                    1 |                    0 |                    0 |                    1 |             21820929 |             21820929 |             21820929 |             21820929 |
| +I |                    2 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             18016893 |             18016893 |             18016893 |             18016893 |
| +I |                   11 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |             22326737 |             22326737 |             22326737 |             22326737 |
| -U |                    3 |                     2025-03-26 |                    1 |                    0 |                    0 |                    1 |              7876425 |              7876425 |              7876425 |              7876425 |
| +U |                    3 |                     2025-03-26 |                    2 |                    0 |                    0 |                    2 |              3927767 |              7876425 |              5902096 |             11804192 |
| +I |                   12 |                     2025-03-22 |                    1 |                    0 |                    0 |                    1 |             16803804 |             16803804 |             16803804 |             16803804 |
| +I |                    9 |                     2025-04-12 |                    1 |                    0 |                    0 |                    1 |             46157295 |             46157295 |             46157295 |             46157295 |
| +I |                   10 |                     2025-04-11 |                    1 |                    0 |                    0 |                    1 |             37931722 |             37931722 |             37931722 |             37931722 |
| +I |                    9 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             36933082 |             36933082 |             36933082 |             36933082 |
| +I |                   13 |                     2025-03-19 |                    1 |                    0 |                    0 |                    1 |             17605519 |             17605519 |             17605519 |             17605519 |
| +I |                    7 |                     2025-03-15 |                    1 |                    0 |                    0 |                    1 |             30558578 |             30558578 |             30558578 |             30558578 |
| +I |                    3 |                     2025-03-29 |                    1 |                    0 |                    0 |                    1 |             31037438 |             31037438 |             31037438 |             31037438 |
| +I |                    8 |                     2025-03-25 |                    1 |                    0 |                    0 |                    1 |             11889508 |             11889508 |             11889508 |             11889508 |
| +I |                    3 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |              2934903 |              2934903 |              2934903 |              2934903 |
| -U |                    7 |                     2025-03-15 |                    1 |                    0 |                    0 |                    1 |             30558578 |             30558578 |             30558578 |             30558578 |
| +U |                    7 |                     2025-03-15 |                    2 |                    0 |                    0 |                    2 |             16307742 |             30558578 |             23433160 |             46866320 |
| +I |                    3 |                     2025-03-23 |                    1 |                    0 |                    0 |                    1 |             28606346 |             28606346 |             28606346 |             28606346 |
| +I |                    6 |                     2025-04-07 |                    1 |                    0 |                    0 |                    1 |             46132500 |             46132500 |             46132500 |             46132500 |
| -U |                    7 |                     2025-03-15 |                    2 |                    0 |                    0 |                    2 |             16307742 |             30558578 |             23433160 |             46866320 |
| +U |                    7 |                     2025-03-15 |                    3 |                    0 |                    0 |                    3 |             16307742 |             39213814 |             28693378 |             86080134 |
| +I |                    9 |                     2025-04-08 |                    1 |                    0 |                    0 |                    1 |              1004058 |              1004058 |              1004058 |              1004058 |
| +I |                    9 |                     2025-04-13 |                    1 |                    0 |                    0 |                    1 |             31165778 |             31165778 |             31165778 |             31165778 |
| +I |                    2 |                     2025-04-04 |                    1 |                    0 |                    0 |                    1 |             19956628 |             19956628 |             19956628 |             19956628 |
| +I |                   14 |                     2025-04-01 |                    1 |                    0 |                    0 |                    1 |             48257484 |             48257484 |             48257484 |             48257484 |
| +I |                   19 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             13076058 |             13076058 |             13076058 |             13076058 |
| +I |                    1 |                     2025-03-19 |                    1 |                    0 |                    0 |                    1 |              3054420 |              3054420 |              3054420 |              3054420 |
| +I |                   16 |                     2025-04-11 |                    1 |                    0 |                    0 |                    1 |             25762827 |             25762827 |             25762827 |             25762827 |
| +I |                   18 |                     2025-04-12 |                    1 |                    0 |                    0 |                    1 |             10180668 |             10180668 |             10180668 |             10180668 |
| +I |                    5 |                     2025-04-09 |                    1 |                    0 |                    0 |                    1 |             39832520 |             39832520 |             39832520 |             39832520 |
| +I |                    3 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |              5105726 |              5105726 |              5105726 |              5105726 |
| +I |                   17 |                     2025-04-06 |                    1 |                    0 |                    0 |                    1 |              5494239 |              5494239 |              5494239 |              5494239 |
| +I |                    6 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             16679076 |             16679076 |             16679076 |             16679076 |
| +I |                    5 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             17782070 |             17782070 |             17782070 |             17782070 |
| +I |                   18 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             42164808 |             42164808 |             42164808 |             42164808 |
| +I |                   18 |                     2025-03-22 |                    1 |                    0 |                    0 |                    1 |              3652843 |              3652843 |              3652843 |              3652843 |
| +I |                   16 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             10593086 |             10593086 |             10593086 |             10593086 |
| +I |                    1 |                     2025-03-25 |                    1 |                    0 |                    0 |                    1 |             35926588 |             35926588 |             35926588 |             35926588 |
| -U |                    4 |                     2025-04-06 |                    2 |                    0 |                    0 |                    2 |             41707595 |             48128327 |             44917961 |             89835922 |
| +U |                    4 |                     2025-04-06 |                    3 |                    0 |                    0 |                    3 |             17423527 |             48128327 |             35753149 |            107259449 |
| +I |                   10 |                     2025-03-17 |                    1 |                    0 |                    0 |                    1 |             49635485 |             49635485 |             49635485 |             49635485 |
| -U |                   17 |                     2025-03-14 |                    1 |                    0 |                    0 |                    1 |             18561072 |             18561072 |             18561072 |             18561072 |
| +U |                   17 |                     2025-03-14 |                    2 |                    0 |                    0 |                    2 |              6357401 |             18561072 |             12459236 |             24918473 |
| -U |                    4 |                     2025-04-03 |                    1 |                    0 |                    0 |                    1 |             29612857 |             29612857 |             29612857 |             29612857 |
| +U |                    4 |                     2025-04-03 |                    2 |                    0 |                    0 |                    2 |              6780861 |             29612857 |             18196859 |             36393718 |
| +I |                   13 |                     2025-04-06 |                    1 |                    0 |                    0 |                    1 |             42238386 |             42238386 |             42238386 |             42238386 |
| +I |                    4 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             41177692 |             41177692 |             41177692 |             41177692 |
| -U |                   12 |                     2025-04-09 |                    1 |                    0 |                    0 |                    1 |             28573463 |             28573463 |             28573463 |             28573463 |
| +U |                   12 |                     2025-04-09 |                    2 |                    0 |                    0 |                    2 |             20443578 |             28573463 |             24508520 |             49017041 |
| -U |                    2 |                     2025-04-04 |                    1 |                    0 |                    0 |                    1 |             19956628 |             19956628 |             19956628 |             19956628 |
| +U |                    2 |                     2025-04-04 |                    2 |                    0 |                    0 |                    2 |             19956628 |             36655409 |             28306018 |             56612037 |
| +I |                    5 |                     2025-03-28 |                    1 |                    0 |                    0 |                    1 |             43583632 |             43583632 |             43583632 |             43583632 |
| -U |                    9 |                     2025-04-10 |                    1 |                    0 |                    0 |                    1 |             24466495 |             24466495 |             24466495 |             24466495 |
| +U |                    9 |                     2025-04-10 |                    2 |                    0 |                    0 |                    2 |             24466495 |             29722507 |             27094501 |             54189002 |
| +I |                   18 |                     2025-03-29 |                    1 |                    0 |                    0 |                    1 |             42625352 |             42625352 |             42625352 |             42625352 |
| +I |                    9 |                     2025-03-27 |                    1 |                    0 |                    0 |                    1 |             32374305 |             32374305 |             32374305 |             32374305 |
| +I |                   16 |                     2025-03-18 |                    1 |                    0 |                    0 |                    1 |             30761421 |             30761421 |             30761421 |             30761421 |
| +I |                    7 |                     2025-03-30 |                    1 |                    0 |                    0 |                    1 |             11384364 |             11384364 |             11384364 |             11384364 |
| +I |                    2 |                     2025-04-02 |                    1 |                    0 |                    0 |                    1 |             45866633 |             45866633 |             45866633 |             45866633 |
| +I |                    4 |                     2025-03-21 |                    1 |                    0 |                    0 |                    1 |             29068016 |             29068016 |             29068016 |             29068016 |
| +I |                   19 |                     2025-03-21 |                    1 |                    0 |                    0 |                    1 |              1423237 |              1423237 |              1423237 |              1423237 |
| +I |                   16 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             18968884 |             18968884 |             18968884 |             18968884 |
| +I |                    4 |                     2025-03-22 |                    1 |                    0 |                    0 |                    1 |             22295858 |             22295858 |             22295858 |             22295858 |
| +I |                    1 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             19449262 |             19449262 |             19449262 |             19449262 |
| +I |                   13 |                     2025-04-04 |                    1 |                    0 |                    0 |                    1 |             41152997 |             41152997 |             41152997 |             41152997 |
| +I |                    2 |                     2025-03-30 |                    1 |                    0 |                    0 |                    1 |              6863474 |              6863474 |              6863474 |              6863474 |
| +I |                   15 |                     2025-04-07 |                    1 |                    0 |                    0 |                    1 |             14840789 |             14840789 |             14840789 |             14840789 |
| +I |                   17 |                     2025-04-11 |                    1 |                    0 |                    0 |                    1 |              1830215 |              1830215 |              1830215 |              1830215 |
| +I |                   18 |                     2025-04-13 |                    1 |                    0 |                    0 |                    1 |             31585473 |             31585473 |             31585473 |             31585473 |
| +I |                    7 |                     2025-04-04 |                    1 |                    0 |                    0 |                    1 |             35783349 |             35783349 |             35783349 |             35783349 |
| -U |                   14 |                     2025-04-01 |                    1 |                    0 |                    0 |                    1 |             48257484 |             48257484 |             48257484 |             48257484 |
| +U |                   14 |                     2025-04-01 |                    2 |                    0 |                    0 |                    2 |             34107146 |             48257484 |             41182315 |             82364630 |
| -U |                   16 |                     2025-04-11 |                    1 |                    0 |                    0 |                    1 |             25762827 |             25762827 |             25762827 |             25762827 |
| +U |                   16 |                     2025-04-11 |                    2 |                    0 |                    0 |                    2 |             25762827 |             38951581 |             32357204 |             64714408 |
| -U |                   19 |                     2025-03-24 |                    1 |                    0 |                    0 |                    1 |             13076058 |             13076058 |             13076058 |             13076058 |
| +U |                   19 |                     2025-03-24 |                    2 |                    0 |                    0 |                    2 |             13076058 |             44334364 |             28705211 |             57410422 |
| +I |                    7 |                     2025-03-20 |                    1 |                    0 |                    0 |                    1 |             39613193 |             39613193 |             39613193 |             39613193 |
| +I |                   18 |                     2025-03-16 |                    1 |                    0 |                    0 |                    1 |              3118058 |              3118058 |              3118058 |              3118058 |
| +I |                   17 |                     2025-03-28 |                    1 |                    0 |                    0 |                    1 |             30667492 |             30667492 |             30667492 |             30667492 |
| +I |                   14 |                     2025-04-13 |                    1 |                    0 |                    0 |                    1 |             47272162 |             47272162 |             47272162 |             47272162 |
| +I |                    4 |                     2025-04-12 |                    1 |                    0 |                    0 |                    1 |             25234803 |             25234803 |             25234803 |             25234803 |
| -U |                   19 |                     2025-03-24 |                    2 |                    0 |                    0 |                    2 |             13076058 |             44334364 |             28705211 |             57410422 |
| +U |                   19 |                     2025-03-24 |                    3 |                    0 |                    0 |                    3 |             13076058 |             44334364 |             26306155 |             78918465 |
| +I |                    7 |                     2025-03-18 |                    1 |                    0 |                    0 |                    1 |             39108928 |             39108928 |             39108928 |             39108928 |
| +I |                   19 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             29276548 |             29276548 |             29276548 |             29276548 |
| +I |                    2 |                     2025-03-27 |                    1 |                    0 |                    0 |                    1 |             49947285 |             49947285 |             49947285 |             49947285 |
| -U |                   10 |                     2025-03-31 |                    1 |                    0 |                    0 |                    1 |             19997564 |             19997564 |             19997564 |             19997564 |
| +U |                   10 |                     2025-03-31 |                    2 |                    0 |                    0 |                    2 |             19997564 |             27395826 |             23696695 |             47393390 |
