+U,14,2025-05-26,16,0,0,16,3731603,95228681,42030099,672481596
-U,5,2025-05-26,20,0,0,20,5343818,98926362,53678398,1073567979
+U,5,2025-05-26,21,0,0,21,5343818,98926362,55377120,1162919538
-U,11,2025-05-26,11,0,0,11,1577002,97719603,45738964,503128606
+U,11,2025-05-26,12,0,0,12,1577002,97719603,47496080,569952966
-U,13,2025-05-26,6,0,0,6,3551536,98803584,42459800,254758804
+U,13,2025-05-26,7,0,0,7,3551536,98803584,42358018,296506130
-U,19,2025-05-26,8,0,0,8,9893703,88987064,42483907,339871256
+U,19,2025-05-26,9,0,0,9,9893703,88987064,39959391,359634524
-U,20,2025-05-26,5,0,0,5,8594336,59956976,38655208,193276044
+U,20,2025-05-26,6,0,0,6,8594336,88222193,46916372,281498237
-U,8,2025-05-26,7,0,0,7,34259680,99845581,60204748,421433241
+U,8,2025-05-26,8,0,0,8,7341851,99845581,53596886,428775092
-U,5,2025-05-26,21,0,0,21,5343818,98926362,55377120,1162919538
+U,5,2025-05-26,22,0,0,22,5343818,98926362,53952554,1186956200
-U,1,2025-05-26,6,0,0,6,11085384,75454374,35130881,210785287
+U,1,2025-05-26,7,0,0,7,5354699,75454374,30877140,216139986
-U,2,2025-05-26,8,0,0,8,27728440,97323387,54741519,437932159
+U,2,2025-05-26,9,0,0,9,27728440,97323387,59343248,534089236
-U,12,2025-05-26,5,0,0,5,6555997,96934475,54740426,273702132
+U,12,2025-05-26,6,0,0,6,6555997,96934475,59928611,359571671
-U,13,2025-05-26,7,0,0,7,3551536,98803584,42358018,296506130
+U,13,2025-05-26,8,0,0,8,3551536,98803584,44575467,356603738
-U,4,2025-05-26,10,0,0,10,3343437,93023570,57708324,577083241
+U,4,2025-05-26,11,0,0,11,3343437,93023570,53932174,593253917
-U,13,2025-05-26,8,0,0,8,3551536,98803584,44575467,356603738
+U,13,2025-05-26,9,0,0,9,3551536,98803584,45381616,408434549
